id,Aspect_terms,Opinion_terms,sen_content
1108,风扇,_,噪音太大，风扇生意太吵了，待机没有哪么长时间，平衡电池情况下也就两小时
1108,_,长时间,噪音太大，风扇生意太吵了，待机没有哪么长时间，平衡电池情况下也就两小时
1109,功能,特别好,电脑功能特别好，显示也特棒，外观美丽，物流也很快。特别喜欢。
1109,外观,美丽，物流,电脑功能特别好，显示也特棒，外观美丽，物流也很快。特别喜欢。
1109,显示,特棒,电脑功能特别好，显示也特棒，外观美丽，物流也很快。特别喜欢。
1109,_,很快,电脑功能特别好，显示也特棒，外观美丽，物流也很快。特别喜欢。
1109,_,特别喜欢,电脑功能特别好，显示也特棒，外观美丽，物流也很快。特别喜欢。
1110,服务态度,好,服务态度好，物流快，网速很好用。
1110,物流,快,服务态度好，物流快，网速很好用。
1110,网速,很好用,服务态度好，物流快，网速很好用。
1111,质量,很好,非常好的一个宝贝，喜欢，，质量很好，可以购买
1111,_,非常好,非常好的一个宝贝，喜欢，，质量很好，可以购买
1111,_,喜欢,非常好的一个宝贝，喜欢，，质量很好，可以购买
1112,质感,很不错,质感很不错
1113,性价比,高,完全满足了期待。性价比高，外观还好看，五星好评，推荐。
1113,外观,好看,完全满足了期待。性价比高，外观还好看，五星好评，推荐。
1113,_,五星好评,完全满足了期待。性价比高，外观还好看，五星好评，推荐。
1114,_,比较lo,比较low因为电脑都不送个电脑包而且客服根本不回消息哎
1114,客服,_,比较low因为电脑都不送个电脑包而且客服根本不回消息哎
1115,运行,流畅，满意,宝贝已经收到了，电脑看上去很新，运行流畅，满意！
1116,开机速度,很快,电脑很好很轻开机速度很快孩子很喜欢
1116,_,很好,电脑很好很轻开机速度很快孩子很喜欢
1116,_,很轻,电脑很好很轻开机速度很快孩子很喜欢
1116,_,很喜欢,电脑很好很轻开机速度很快孩子很喜欢
1117,_,不给力,不给力，过了几天就降价了，又说超过七天了，我也不是天天关注这个的，不能保价的，想买的同志，再多观望一下吧
1117,_,降价,不给力，过了几天就降价了，又说超过七天了，我也不是天天关注这个的，不能保价的，想买的同志，再多观望一下吧
1118,性能,很好,宝贝性能很好，不会卡，流畅速度快，像素很好，值得购买
1118,速度,快,宝贝性能很好，不会卡，流畅速度快，像素很好，值得购买
1118,像素,很好,宝贝性能很好，不会卡，流畅速度快，像素很好，值得购买
1118,_,会卡,宝贝性能很好，不会卡，流畅速度快，像素很好，值得购买
1118,_,流畅,宝贝性能很好，不会卡，流畅速度快，像素很好，值得购买
1119,屏幕,不错,屏幕看起来不错，清晰度可以，外观也漂亮，我买了学习用的，启动matlab用起来有点卡，不知道后期装上别的软件会不会太卡
1119,外观,漂亮,屏幕看起来不错，清晰度可以，外观也漂亮，我买了学习用的，启动matlab用起来有点卡，不知道后期装上别的软件会不会太卡
1119,软件,太卡,屏幕看起来不错，清晰度可以，外观也漂亮，我买了学习用的，启动matlab用起来有点卡，不知道后期装上别的软件会不会太卡
1119,清晰度,_,屏幕看起来不错，清晰度可以，外观也漂亮，我买了学习用的，启动matlab用起来有点卡，不知道后期装上别的软件会不会太卡
1119,_,有点卡,屏幕看起来不错，清晰度可以，外观也漂亮，我买了学习用的，启动matlab用起来有点卡，不知道后期装上别的软件会不会太卡
1120,尺寸,很合适,宝贝很不错尺寸很合适卖家服务态度也很好
1120,卖家服务态度,很好,宝贝很不错尺寸很合适卖家服务态度也很好
1120,_,很不错,宝贝很不错尺寸很合适卖家服务态度也很好
1121,_,太满意,整体不太满意，不能插网线，产品详情没说明，office软件安装的也不太人性化。
1121,ice软件,_,整体不太满意，不能插网线，产品详情没说明，office软件安装的也不太人性化。
1122,只能,非常辣鸡，,只能说非常辣鸡，客服也很辣鸡，买完就很后悔
1122,客服,很辣鸡,只能说非常辣鸡，客服也很辣鸡，买完就很后悔
1123,反应,有点儿慢,充电充到99％就不再充电了，开机和反应都有点儿慢，电用的特别快一下就没了
1123,_,特别快,充电充到99％就不再充电了，开机和反应都有点儿慢，电用的特别快一下就没了
1124,_,挺不错,刚收到，挺不错的，挺好看的，用了一下，也不错。
1124,_,挺好,刚收到，挺不错的，挺好看的，用了一下，也不错。
1124,_,也不错,刚收到，挺不错的，挺好看的，用了一下，也不错。
1125,_,_,什么鬼，为什么电脑联网用着用着就自己断网了呢！从新连接之后还是自己会断网
1126,_,，真的超级高,哇哦，真的超级高端大气上档次，很薄，很智能，很beautiful，很赞，也不是很贵，功能很多我估计要花点时间来弄懂。
1126,_,很薄,哇哦，真的超级高端大气上档次，很薄，很智能，很beautiful，很赞，也不是很贵，功能很多我估计要花点时间来弄懂。
1126,_,很赞,哇哦，真的超级高端大气上档次，很薄，很智能，很beautiful，很赞，也不是很贵，功能很多我估计要花点时间来弄懂。
1126,_,不是很贵，功能,哇哦，真的超级高端大气上档次，很薄，很智能，很beautiful，很赞，也不是很贵，功能很多我估计要花点时间来弄懂。
1127,开机,很快,电脑性能：开机很快，10秒显卡效果：玩英雄联盟够用外观材质：很酷
1127,英雄联盟,够用,电脑性能：开机很快，10秒显卡效果：玩英雄联盟够用外观材质：很酷
1127,外观材质,很酷,电脑性能：开机很快，10秒显卡效果：玩英雄联盟够用外观材质：很酷
1127,性能,_,电脑性能：开机很快，10秒显卡效果：玩英雄联盟够用外观材质：很酷
1128,_,off,没用一会儿就卡了，并且里面的office激活需另外支付垃圾差评
1128,_,垃圾差评,没用一会儿就卡了，并且里面的office激活需另外支付垃圾差评
1129,客服,_,大家不要买，店铺客服永远没有人，东西一般般。
1130,_,黑屏,为啥输入密码开机后黑屏。。。。。。必须重启一次才行
1131,包装,非常严实,包装非常严实。电脑性能非常好。显示效果也不错，外观材质好。用起不卡顿
1131,性能,非常好,包装非常严实。电脑性能非常好。显示效果也不错，外观材质好。用起不卡顿
1131,外观材质,好,包装非常严实。电脑性能非常好。显示效果也不错，外观材质好。用起不卡顿
1131,用起,不卡顿,包装非常严实。电脑性能非常好。显示效果也不错，外观材质好。用起不卡顿
1131,显示效果,不错,包装非常严实。电脑性能非常好。显示效果也不错，外观材质好。用起不卡顿
1132,_,卡,电脑卡
1133,物流,快,电脑性能：很好，物流快
1133,性能,很好,电脑性能：很好，物流快
1134,_,不错,东西不错，用起来一点也不卡，而且还这么便宜，四舍五入等于不要钱啦
1134,_,一点也不卡,东西不错，用起来一点也不卡，而且还这么便宜，四舍五入等于不要钱啦
1135,发货,很快,宝贝收到了，发货很快。质量很好一点都不卡，比实体店便宜多了
1135,质量,很好,宝贝收到了，发货很快。质量很好一点都不卡，比实体店便宜多了
1135,_,一点都不卡,宝贝收到了，发货很快。质量很好一点都不卡，比实体店便宜多了
1135,_,便宜,宝贝收到了，发货很快。质量很好一点都不卡，比实体店便宜多了
1136,_,很喜欢,东西收到了，很喜欢
1137,外表,很新,外表很新速度快很满意
1137,速度,快,外表很新速度快很满意
1137,_,很满意,外表很新速度快很满意
1138,外形,漂亮,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1138,运行,快,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1138,看视频,很流畅,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1138,_,超薄款,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1138,_,很喜欢,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1138,玩游戏,_,外形漂亮超薄款很喜欢，运行快，玩游戏看视频都很流畅，愉快的一次购物。
1139,性价比,巨巨,很好用，性价比巨巨巨高
1139,_,很好用,很好用，性价比巨巨巨高
1139,_,高,很好用，性价比巨巨巨高
1140,老板,解决，好,哇，机子取到了，物超所值，很好，有问题老板就给解决，好哦
1140,_,物超所值,哇，机子取到了，物超所值，很好，有问题老板就给解决，好哦
1141,携带,方便,是超薄的，携带方便，上网流畅内存够大
1141,内存,够大,是超薄的，携带方便，上网流畅内存够大
1141,_,超薄,是超薄的，携带方便，上网流畅内存够大
1141,_,上网,是超薄的，携带方便，上网流畅内存够大
1141,_,流畅,是超薄的，携带方便，上网流畅内存够大
1142,总体,满意,总体满意，电脑设计美观大方，反应速度够快，画面清晰，性价比很高！
1142,设计,美观大方,总体满意，电脑设计美观大方，反应速度够快，画面清晰，性价比很高！
1142,反应速度,够快,总体满意，电脑设计美观大方，反应速度够快，画面清晰，性价比很高！
1142,画面,清晰,总体满意，电脑设计美观大方，反应速度够快，画面清晰，性价比很高！
1142,性价比,很高,总体满意，电脑设计美观大方，反应速度够快，画面清晰，性价比很高！
1143,_,收点,贵店所选快递EMS太让人无语，不联系直接扔代收点。所幸电脑不错。
1143,_,不错,贵店所选快递EMS太让人无语，不联系直接扔代收点。所幸电脑不错。
1144,_,降价,我刚买完，就降价了?，降了500块钱。这是啥意思啊，不满意，很不满意
1144,_,满意,我刚买完，就降价了?，降了500块钱。这是啥意思啊，不满意，很不满意
1144,_,很不满意,我刚买完，就降价了?，降了500块钱。这是啥意思啊，不满意，很不满意
1145,开机,慢,一般般，就是有点卡，开机也慢
1145,_,有点卡,一般般，就是有点卡，开机也慢
1146,服务,大跌,不是一般的差，用一个月就开不了，维修了一个月还没寄回来。这****质量服务大跌眼镜
1146,质量,眼镜,不是一般的差，用一个月就开不了，维修了一个月还没寄回来。这****质量服务大跌眼镜
1146,_,开不了,不是一般的差，用一个月就开不了，维修了一个月还没寄回来。这****质量服务大跌眼镜
1147,质量,一般,质量一般
1148,_,点奇,有点奇怪，屏幕翻转很松，不够紧，很容易从90度翻转掉到120度。
1148,_,很松,有点奇怪，屏幕翻转很松，不够紧，很容易从90度翻转掉到120度。
1149,_,物超所值,物超所值，很好用
1150,开文,卡了,**。从文件夹打开文档就卡了。才买一个月
1151,_,不错,电脑不错
1152,_,满足,满足！
1153,质量,很好,质量很好，非常满意，好评
1153,_,非常满意,质量很好，非常满意，好评
1153,_,，好评,质量很好，非常满意，好评
1154,好卡,特别不舒服,好卡，用的特别不舒服
1155,物流,很快,我的东西已收到物流很快客服服务态度也很好是一次愉快的购物祝老板发大财
1155,客服服务态度,_,我的东西已收到物流很快客服服务态度也很好是一次愉快的购物祝老板发大财
1155,_,发大,我的东西已收到物流很快客服服务态度也很好是一次愉快的购物祝老板发大财
1156,_,卡,卡卡卡卡卡
1157,服务态度,差,服务态度差，这样的服务怎么还会有订单
1157,服务,还会有订,服务态度差，这样的服务怎么还会有订单
1158,运行,挺流畅,目前来看还不错，运行挺流畅的，感觉发烫还是挺明显的
1158,_,不错,目前来看还不错，运行挺流畅的，感觉发烫还是挺明显的
1158,_,发烫,目前来看还不错，运行挺流畅的，感觉发烫还是挺明显的
1158,_,挺明显,目前来看还不错，运行挺流畅的，感觉发烫还是挺明显的
1159,运行,有点卡,电脑运行有点卡
1160,玩游戏,很快,很漂亮的一款，玩游戏妥妥滴很快
1160,_,很漂亮,很漂亮的一款，玩游戏妥妥滴很快
1161,外观,好看,电脑收到了，外观好看，用起来不卡，内存大，主要是老板人很好，很满意
1161,_,不卡,电脑收到了，外观好看，用起来不卡，内存大，主要是老板人很好，很满意
1161,内存,_,电脑收到了，外观好看，用起来不卡，内存大，主要是老板人很好，很满意
1161,_,很好,电脑收到了，外观好看，用起来不卡，内存大，主要是老板人很好，很满意
1161,_,很满意,电脑收到了，外观好看，用起来不卡，内存大，主要是老板人很好，很满意
1162,开机,挺快,电脑性能：电脑收到后迫不及待的试了试，开机挺快的，性能也很好，办公一点也不卡顿，用鲁班大师跑分也不低，值得购买
1162,办公,一点也不卡顿,电脑性能：电脑收到后迫不及待的试了试，开机挺快的，性能也很好，办公一点也不卡顿，用鲁班大师跑分也不低，值得购买
1162,性能,很好,电脑性能：电脑收到后迫不及待的试了试，开机挺快的，性能也很好，办公一点也不卡顿，用鲁班大师跑分也不低，值得购买
1162,_,不低,电脑性能：电脑收到后迫不及待的试了试，开机挺快的，性能也很好，办公一点也不卡顿，用鲁班大师跑分也不低，值得购买
1163,外观,很漂亮,电脑收到了，外观很漂亮，性能好，很喜欢。
1163,性能,好,电脑收到了，外观很漂亮，性能好，很喜欢。
1163,_,很喜欢,电脑收到了，外观很漂亮，性能好，很喜欢。
1164,屏幕效果,不太好,包装简陋，收到的时候外包装就破损了，看到里面没有问题就收了，目前最大的问题就是屏幕效果不太好，正在联系解决
1164,包装,_,包装简陋，收到的时候外包装就破损了，看到里面没有问题就收了，目前最大的问题就是屏幕效果不太好，正在联系解决
1165,_,不错,还不错，神船保平安！
1166,价格,太大了,不到一个*，降的也太快了吧。价格波动太大了。
1167,_,不是太满意,屏没有想象中的好，不是太满意
1168,快递速度,超快,快递速度超快，就两天时间不到就送到了，电脑看着也很不错，大气，说实话这点钱能买到这种配置的电脑也实在难得了
1168,_,很不错,快递速度超快，就两天时间不到就送到了，电脑看着也很不错，大气，说实话这点钱能买到这种配置的电脑也实在难得了
1168,_,大气,快递速度超快，就两天时间不到就送到了，电脑看着也很不错，大气，说实话这点钱能买到这种配置的电脑也实在难得了
1169,_,不错,非常给力，不错
1170,外观,漂亮,回头客，已经第二台了，机子一如既往的好，外观漂亮，质感很好，性能超越，能满足实际使用。
1170,质感,很好,回头客，已经第二台了，机子一如既往的好，外观漂亮，质感很好，性能超越，能满足实际使用。
1170,性能,超越，能满足实,回头客，已经第二台了，机子一如既往的好，外观漂亮，质感很好，性能超越，能满足实际使用。
1171,速度,快,很满意一次购物，发货速度快，包装严实，性能不错，小小姐姐客服服务态度好
1171,包装,严实,很满意一次购物，发货速度快，包装严实，性能不错，小小姐姐客服服务态度好
1171,性能,不错,很满意一次购物，发货速度快，包装严实，性能不错，小小姐姐客服服务态度好
1171,客服服务态度,好,很满意一次购物，发货速度快，包装严实，性能不错，小小姐姐客服服务态度好
1172,整体,比较不错,整体比较不错，毕竟毕竟价格不贵
1172,价格,不贵,整体比较不错，毕竟毕竟价格不贵
1173,物流,很快,物流很快质量非常好
1173,质量,非常好,物流很快质量非常好
1174,_,不到又降价,一礼拜不到又降价秒杀和会员价格真心伤不起失望还不如不是会员浪费钱联系客服也没人搭理
1174,客服,_,一礼拜不到又降价秒杀和会员价格真心伤不起失望还不如不是会员浪费钱联系客服也没人搭理
1175,运行速度,快,已经收到了，用了两天真心不错，运行速度快画面清晰，很棒
1175,画面,清晰,已经收到了，用了两天真心不错，运行速度快画面清晰，很棒
1175,_,真心不错,已经收到了，用了两天真心不错，运行速度快画面清晰，很棒
1175,_,很棒,已经收到了，用了两天真心不错，运行速度快画面清晰，很棒
1176,小哥服务,贼好,电脑性能：挺好。天小哥服务贼好贼周到。赞👍
1176,性能,挺好,电脑性能：挺好。天小哥服务贼好贼周到。赞👍
1176,_,贼周到,电脑性能：挺好。天小哥服务贼好贼周到。赞👍
1177,物流,快,电脑很好，不卡，清晰，玩得很开心！不像之前那个卡卡的，物流快
1177,_,很好,电脑很好，不卡，清晰，玩得很开心！不像之前那个卡卡的，物流快
1177,_,很开心,电脑很好，不卡，清晰，玩得很开心！不像之前那个卡卡的，物流快
1177,_,卡卡,电脑很好，不卡，清晰，玩得很开心！不像之前那个卡卡的，物流快
1178,系统,还卡顿,买回来2天就出毛病了，系统还卡顿，差评
1178,_,出毛病,买回来2天就出毛病了，系统还卡顿，差评
1178,_,，差评,买回来2天就出毛病了，系统还卡顿，差评
1179,包装,完好,收到包装完好，反应很快，玩游戏一点都不卡，太赞了
1179,反应,很快,收到包装完好，反应很快，玩游戏一点都不卡，太赞了
1179,玩游戏,一点都不卡,收到包装完好，反应很快，玩游戏一点都不卡，太赞了
1180,性能,不错,性能不错，质量也好，屏幕很清晰，反应很快
1180,屏幕,很清晰,性能不错，质量也好，屏幕很清晰，反应很快
1180,反应,很快,性能不错，质量也好，屏幕很清晰，反应很快
1180,质量,好,性能不错，质量也好，屏幕很清晰，反应很快
1181,_,卡,什么情况，比手机还卡的，不用还好一用就气死人
1181,_,气死人,什么情况，比手机还卡的，不用还好一用就气死人
1182,网速,快,这个价位很是值得，网速快！！！包装完好！！！
1182,包装,完好,这个价位很是值得，网速快！！！包装完好！！！
1182,_,很是,这个价位很是值得，网速快！！！包装完好！！！
1183,_,降价,收到4天后就降价700元，实在是很不爽，一次很不愉快的购物
1184,速度,很快,非常好用，速度很快，一点也不卡
1184,_,非常好用,非常好用，速度很快，一点也不卡
1184,_,一点也不卡,非常好用，速度很快，一点也不卡
1185,展示机,很好,九成新的展示机很好很强大家里人听说是展示机都不大想用到以后试用几天灰常不错值得拥有
1185,_,很强大,九成新的展示机很好很强大家里人听说是展示机都不大想用到以后试用几天灰常不错值得拥有
1185,_,不错,九成新的展示机很好很强大家里人听说是展示机都不大想用到以后试用几天灰常不错值得拥有
1186,物流速度,_,电脑很好用，物流速度慢，就是说有赠品（电脑包和鼠标），提交资料审核通过了却没送，**大骗子#商家！
1187,性能,不错,宝贝收到了，电脑性能不错，玩游戏不卡，轻薄好携带，比实体店便宜！
1187,玩游戏,不卡,宝贝收到了，电脑性能不错，玩游戏不卡，轻薄好携带，比实体店便宜！
1187,携带,轻薄,宝贝收到了，电脑性能不错，玩游戏不卡，轻薄好携带，比实体店便宜！
1187,_,便宜,宝贝收到了，电脑性能不错，玩游戏不卡，轻薄好携带，比实体店便宜！
1188,价格,无保障,大品牌，品质保证，一个多星期，跌价1000元，离谱，送货上门。价格无保障
1188,_,送货,大品牌，品质保证，一个多星期，跌价1000元，离谱，送货上门。价格无保障
1189,杠杠滴,，满意,好用，用起来很顺畅！尤其玩游戏确实杠杠滴，满意
1189,_,好,好用，用起来很顺畅！尤其玩游戏确实杠杠滴，满意
1189,_,很顺畅,好用，用起来很顺畅！尤其玩游戏确实杠杠滴，满意
1189,玩游戏,_,好用，用起来很顺畅！尤其玩游戏确实杠杠滴，满意
1190,质量,非常好,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1190,携带,方便,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1190,上网速度,非常快,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1190,_,超薄轻巧,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1190,_,不卡顿,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1190,_,十分满意,笔记本质量非常好超薄轻巧携带方便上网速度非常快一点也不卡顿十分满意比实体店优惠多了值得购买
1191,质量,真不错,电脑收到了，质量真不错，反应灵敏，超薄的内存大有需要这方面还会过来购买的
1191,反应,灵敏，,电脑收到了，质量真不错，反应灵敏，超薄的内存大有需要这方面还会过来购买的
1191,内存,超薄,电脑收到了，质量真不错，反应灵敏，超薄的内存大有需要这方面还会过来购买的
1192,包装,很好,包装很好，运送速度很快，两天半就到了，价格便宜主要我也是用于办公，没必要买太好的，这个刚刚好
1192,运送速度,很快,包装很好，运送速度很快，两天半就到了，价格便宜主要我也是用于办公，没必要买太好的，这个刚刚好
1192,价格,便宜,包装很好，运送速度很快，两天半就到了，价格便宜主要我也是用于办公，没必要买太好的，这个刚刚好
1193,性比,很高,很好东西性比价很高买回来一直在跑泰坦2简直不要太轻松
1193,_,很好,很好东西性比价很高买回来一直在跑泰坦2简直不要太轻松
1193,_,不要太轻松,很好东西性比价很高买回来一直在跑泰坦2简直不要太轻松
1194,_,真一般般,真一般般后悔的购物
1195,_,很方便,一直用**的东西，不是别的，主要是省心。而且快。出差买个机器备用，买的Air和**手机配合用很方便
1196,开机速度,挺快,是帮朋友买的开机速度挺快很流畅查了是正品比实体店便宜多了值得购买
1196,_,很流畅,是帮朋友买的开机速度挺快很流畅查了是正品比实体店便宜多了值得购买
1196,_,便宜,是帮朋友买的开机速度挺快很流畅查了是正品比实体店便宜多了值得购买
1197,物流,很快,物流很快，客服态度很好。操作很流畅，很满意
1197,客服态度,很好,物流很快，客服态度很好。操作很流畅，很满意
1197,操作,很流畅,物流很快，客服态度很好。操作很流畅，很满意
1197,_,很满意,物流很快，客服态度很好。操作很流畅，很满意
1198,价位,非常好,这个价位非常好东西不错办公用足够反应也快性价比高朋友看了也要买链接已经发朋友了
1198,反应,也快,这个价位非常好东西不错办公用足够反应也快性价比高朋友看了也要买链接已经发朋友了
1198,性价比,高,这个价位非常好东西不错办公用足够反应也快性价比高朋友看了也要买链接已经发朋友了
1198,办公,足够,这个价位非常好东西不错办公用足够反应也快性价比高朋友看了也要买链接已经发朋友了
1198,_,不错,这个价位非常好东西不错办公用足够反应也快性价比高朋友看了也要买链接已经发朋友了
1199,颜色,很好看,颜色不是很好看黑的很暗
1199,_,黑的,颜色不是很好看黑的很暗
1199,_,很暗,颜色不是很好看黑的很暗
1200,性能,很好,性能很好，外观新颖，特别满意！
1200,外观,特别满意,性能很好，外观新颖，特别满意！
1201,屏幕,清晰,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1201,玩游戏,不卡,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1201,看电影,很流畅,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1201,_,非常流畅,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1201,_,不卡顿,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1201,_,非常值,电脑用起来非常流畅。用了几天才来评价，屏幕清晰不卡顿。玩游戏不卡看电影也很流畅。非常值得的一次购物
1202,_,很完美,此款电脑无论是从外观还是使用体验，都很完美。值得购买。
1203,包装,完好,物流收到了，包装完好，服务周到，好评！
1203,服务,好评,物流收到了，包装完好，服务周到，好评！
1204,配置,不怎么的,配置不怎么的，商家说可以流畅吃鸡，根本达不到要求卡的不行。赠送礼品也没有达到。只能这样了。fps吃鸡达不到30。
1204,_,流畅,配置不怎么的，商家说可以流畅吃鸡，根本达不到要求卡的不行。赠送礼品也没有达到。只能这样了。fps吃鸡达不到30。
1204,_,吃鸡,配置不怎么的，商家说可以流畅吃鸡，根本达不到要求卡的不行。赠送礼品也没有达到。只能这样了。fps吃鸡达不到30。
1204,_,不到,配置不怎么的，商家说可以流畅吃鸡，根本达不到要求卡的不行。赠送礼品也没有达到。只能这样了。fps吃鸡达不到30。
1205,店家服务,很好,店家服务很好问了很多问题都耐心解答了物流也很快而且包装的特别完美迫不及待用了用没毛病颜值也蛮高好评
1205,物流,很快,店家服务很好问了很多问题都耐心解答了物流也很快而且包装的特别完美迫不及待用了用没毛病颜值也蛮高好评
1205,包装,特别完美,店家服务很好问了很多问题都耐心解答了物流也很快而且包装的特别完美迫不及待用了用没毛病颜值也蛮高好评
1205,颜值,蛮高,店家服务很好问了很多问题都耐心解答了物流也很快而且包装的特别完美迫不及待用了用没毛病颜值也蛮高好评
1205,_,好评,店家服务很好问了很多问题都耐心解答了物流也很快而且包装的特别完美迫不及待用了用没毛病颜值也蛮高好评
1206,外观,好看，玩了,电脑收到了，超薄，外观好看，玩了几局大型游戏，一点也不卡，携带方便，总之，很满意，值！！！
1206,携带,方便,电脑收到了，超薄，外观好看，玩了几局大型游戏，一点也不卡，携带方便，总之，很满意，值！！！
1206,大型游戏,一点也不卡,电脑收到了，超薄，外观好看，玩了几局大型游戏，一点也不卡，携带方便，总之，很满意，值！！！
1206,_,超薄,电脑收到了，超薄，外观好看，玩了几局大型游戏，一点也不卡，携带方便，总之，很满意，值！！！
1206,_,很满意,电脑收到了，超薄，外观好看，玩了几局大型游戏，一点也不卡，携带方便，总之，很满意，值！！！
1207,包装,还不错,刚刚打开包装，还不错
1208,_,很不错,东西收到了，很不错
1209,显卡效果,很好,笔记本电脑好用，绝对对得起这个价格，显卡效果也很好
1209,价格,好用，绝对对,笔记本电脑好用，绝对对得起这个价格，显卡效果也很好
1210,_,一道划痕,笔记本外壳有一道划痕，然后插电后触摸笔记本，麻麻的，有动声音。
1210,声音,_,笔记本外壳有一道划痕，然后插电后触摸笔记本，麻麻的，有动声音。
1211,质量,很好,收到货很满意，质量很好，发货挺快
1211,发货,挺快,收到货很满意，质量很好，发货挺快
1211,_,很满意,收到货很满意，质量很好，发货挺快
1212,质量,特别好,宝贝收到到了，电脑质量特别好，很不错，很好用，运行速度很快，一点也不卡，不错的
1212,运行速度,很快,宝贝收到到了，电脑质量特别好，很不错，很好用，运行速度很快，一点也不卡，不错的
1212,_,不错,宝贝收到到了，电脑质量特别好，很不错，很好用，运行速度很快，一点也不卡，不错的
1212,_,很好用,宝贝收到到了，电脑质量特别好，很不错，很好用，运行速度很快，一点也不卡，不错的
1212,_,一点也不卡,宝贝收到到了，电脑质量特别好，很不错，很好用，运行速度很快，一点也不卡，不错的
1213,性价比,很高,宝贝收到了使用很流畅性价比很高
1213,_,很流畅,宝贝收到了使用很流畅性价比很高
1214,表格,都卡,做个表格都卡服气
1214,_,服气,做个表格都卡服气
1215,质量,很好,质量很好，价格实惠，反应很快
1215,价格,实惠,质量很好，价格实惠，反应很快
1215,反应,很快,质量很好，价格实惠，反应很快
1216,运行,流畅,电脑已收到，电脑运行流畅，大型游戏畅玩，不带顿卡的。满意。
1216,畅玩,不带顿卡,电脑已收到，电脑运行流畅，大型游戏畅玩，不带顿卡的。满意。
1216,型游戏,，大,电脑已收到，电脑运行流畅，大型游戏畅玩，不带顿卡的。满意。
1216,_,满意,电脑已收到，电脑运行流畅，大型游戏畅玩，不带顿卡的。满意。
1217,价格,降了,10天价格降了100！那就差评吧！
1217,_,差评,10天价格降了100！那就差评吧！
1218,运行速度,挺快,笔记本电脑运行速度挺快，整体很满意，值得购买
1218,整体,很满意,笔记本电脑运行速度挺快，整体很满意，值得购买
1219,_,_,目前没有任何问题
1220,_,非常好用,非常好用哦
1221,_,，物美价廉,宝贝收到货了，物美价廉挺不错的。值得购买
1221,_,挺不错,宝贝收到货了，物美价廉挺不错的。值得购买
1222,客服,_,一星是给**客服的，还有物流
1223,速度,很快,总体来说一般般，速度也不是很快，不充电卡的不行必须充电用，便携性不是很好，总体有很大的失望
1223,_,一般般,总体来说一般般，速度也不是很快，不充电卡的不行必须充电用，便携性不是很好，总体有很大的失望
1223,_,很好,总体来说一般般，速度也不是很快，不充电卡的不行必须充电用，便携性不是很好，总体有很大的失望
1223,_,很大的,总体来说一般般，速度也不是很快，不充电卡的不行必须充电用，便携性不是很好，总体有很大的失望
1224,_,漏电,漏电！金属外壳带电
1224,外壳带,_,漏电！金属外壳带电
1225,包装,非常好,非常好用，特别靠谱的店铺，上网很快。卖家包装的也非常好。
1225,_,非常好用,非常好用，特别靠谱的店铺，上网很快。卖家包装的也非常好。
1225,_,很快,非常好用，特别靠谱的店铺，上网很快。卖家包装的也非常好。
1226,_,很好用,货收到了，儿子说很好用，谢谢商家
1227,_,垃圾,垃圾，买了几天就降价5588.要买的谨慎选择哦
1227,_,降价,垃圾，买了几天就降价5588.要买的谨慎选择哦
1228,_,还不错,暂时觉得还不错，就是开机这logo觉得有点怪
1228,_,有点怪,暂时觉得还不错，就是开机这logo觉得有点怪
1229,质量,不错,笔记本电脑质量不错显示清晰外观轻薄好看运行稳定用起来流畅很满意
1229,显示,清晰,笔记本电脑质量不错显示清晰外观轻薄好看运行稳定用起来流畅很满意
1229,外观,轻薄好看,笔记本电脑质量不错显示清晰外观轻薄好看运行稳定用起来流畅很满意
1229,运行,稳定,笔记本电脑质量不错显示清晰外观轻薄好看运行稳定用起来流畅很满意
