,id,id,Aspect_terms,Opinion_terms,Categories,Polarities
3310,1211,1211,_,很满意,整体,正面
3311,1212,1212,质量,特别好,整体,正面
3312,1212,1212,运行速度,很快,硬件&性能,正面
3313,1212,1212,_,不错,整体,正面
3314,1212,1212,_,很好用,整体,正面
3315,1212,1212,_,一点也不卡,硬件&性能,正面
3316,1213,1213,性价比,很高,价格,正面
3317,1213,1213,_,很流畅,硬件&性能,正面
3318,1214,1214,表格,都卡,使用场景,负面
3319,1214,1214,_,服气,整体,负面
3320,1215,1215,质量,很好,整体,正面
3321,1215,1215,价格,实惠,价格,正面
3322,1215,1215,反应,很快,硬件&性能,正面
3323,1216,1216,运行,流畅,硬件&性能,正面
3324,1216,1216,畅玩,不带顿卡,硬件&性能,正面
3325,1216,1216,型游戏,，大,使用场景,正面
3326,1216,1216,_,满意,整体,正面
3327,1217,1217,价格,降了,价格,负面
3328,1217,1217,_,差评,整体,负面
3329,1218,1218,运行速度,挺快,硬件&性能,正面
3330,1218,1218,整体,很满意,整体,正面
3331,1219,1219,,目前没有任何问题,整体,正面
3332,1220,1220,_,非常好用,整体,正面
3333,1221,1221,_,，物美价廉,价格,正面
3334,1221,1221,_,挺不错,整体,正面
3335,1222,1222,客服,_,服务,负面
3336,1223,1223,速度,很快,硬件&性能,负面
3337,1223,1223,_,一般般,整体,中性
3338,1223,1223,_,很好,整体,负面
3339,1223,1223,_,很大的,整体,负面
3340,1224,1224,_,漏电,其他,负面
3341,1224,1224,外壳带,_,外观,负面
3342,1225,1225,包装,非常好,包装,正面
3343,1225,1225,_,非常好用,整体,正面
3344,1225,1225,_,很快,硬件&性能,正面
3345,1226,1226,_,很好用,整体,正面
3346,1227,1227,_,垃圾,整体,负面
3347,1227,1227,_,降价,价格,负面
3348,1228,1228,_,还不错,整体,正面
3349,1228,1228,_,有点怪,硬件&性能,负面
3350,1229,1229,质量,不错,整体,正面
3351,1229,1229,显示,清晰,硬件&性能,正面
3352,1229,1229,外观,轻薄好看,外观,正面
3353,1229,1229,运行,稳定,硬件&性能,正面
3354,1229,1229,_,流畅,硬件&性能,正面
3355,1229,1229,_,很满意,整体,正面
3356,1230,1230,换货,垃圾,整体,中性
3357,1231,1231,性价比,超级高,价格,正面
3358,1231,1231,_,非常不错,整体,正面
3359,1231,1231,_,很实用,整体,正面
3360,1232,1232,系统,问题,软件&性能,正面
3361,1232,1232,_,不错,整体,正面
3362,1232,1232,_,特别慢,物流,负面
3363,1233,1233,_,很流畅,硬件&性能,正面
3364,1234,1234,,加个机械硬盘，问了一圈才找到，关键是服务站开始说这款不能加，后又说700多，，，真贵，，,整体,负面
3365,1235,1235,_,差评,整体,负面
3366,1235,1235,_,圾垃圾,整体,负面
3367,1236,1236,显示屏,清晰,硬件&性能,正面
3368,1236,1236,外观,精致,外观,正面
3369,1236,1236,_,好看,外观,正面
3370,1236,1236,_,特别喜欢,整体,正面
3371,1237,1237,网速,快,硬件&性能,正面
3372,1237,1237,清晰度,高，物美价廉,价格,正面
3373,1238,1238,运行,流程,硬件&性能,正面
3374,1238,1238,性价比,超高,价格,正面
3375,1238,1238,_,喜欢,整体,正面
3376,1239,1239,_,小白用,外观,负面
3377,1239,1239,_,练手，表示,外观,正面
3378,1239,1239,_,可以,整体,正面
3379,1240,1240,外观,高大上,外观,正面
3380,1240,1240,_,很方便，流畅,使用场景,正面
3381,1240,1240,_,一点也不卡顿,硬件&性能,正面
3382,1241,1241,外观,好看,外观,正面
3383,1241,1241,材质,_,外观,正面
3384,1241,1241,_,挺好,整体,正面
3385,1241,1241,_,一点都不卡,硬件&性能,正面
3386,1242,1242,_,极佳,整体,负面
3387,1243,1243,_,太卡了,硬件&性能,负面
3388,1244,1244,性价比,很高,价格,正面
3389,1244,1244,外观,简单大方,外观,正面
3390,1245,1245,运行速度,很快,硬件&性能,正面
3391,1245,1245,画面,很清晰,硬件&性能,正面
3392,1245,1245,外观,时尚,外观,正面
3393,1245,1245,反应,灵敏，用,硬件&性能,正面
3394,1245,1245,玩游戏,不卡,使用场景,正面
3395,1245,1245,_,很棒,整体,正面
3396,1246,1246,散热,好,硬件&性能,正面
3397,1246,1246,打游戏,_,使用场景,正面
3398,1247,1247,_,差评,整体,负面
3399,1247,1247,_,卡死,硬件&性能,负面
3400,1248,1248,物流,挺快,物流,正面
3401,1248,1248,_,，装机方便,物流,正面
3402,1249,1249,_,，才买就降价,价格,负面
3403,1250,1250,外观,轻便好看,外观,正面
3404,1250,1250,运行速度,快,硬件&性能,正面
3405,1251,1251,外观,很满意,外观,正面
3406,1251,1251,_,不错,整体,正面
3407,1252,1252,外观,很不错,外观,正面
3408,1252,1252,玩游戏,一点不卡顿,使用场景,正面
3409,1252,1252,画面,出门,硬件&性能,正面
3410,1252,1252,_,方便,整体,正面
3411,1253,1253,价格,问题,价格,负面
3412,1253,1253,_,好不好,整体,负面
3413,1253,1253,_,真的变换,整体,中性
3414,1254,1254,OP,有严重,价格,负面
3415,1254,1254,_,划伤,价格,负面
3416,1255,1255,,吱吱作响,整体,负面
3417,1256,1256,_,差评,整体,负面
3418,1257,1257,运行,流畅一点也不卡,硬件&性能,正面
3419,1258,1258,包装,很好,包装,负面
3420,1258,1258,_,很流畅,硬件&性能,负面
3421,1258,1258,_,一点儿,整体,负面
3422,1258,1258,_,不卡顿,硬件&性能,负面
3423,1258,1258,_,非常满意,整体,正面
3424,1259,1259,性价比,高,价格,正面
3425,1259,1259,物流,快,物流,正面
3426,1259,1259,_,便宜实惠,价格,正面
3427,1260,1260,性能,很好,硬件&性能,正面
3428,1260,1260,质量,有保证,整体,正面
3429,1261,1261,键盘,挺差,硬件&性能,负面
3430,1262,1262,_,挺好,整体,正面
3431,1263,1263,_,满意,整体,正面
3432,1264,1264,速度,蛮快的,硬件&性能,正面
3433,1265,1265,_,挺好用的,整体,负面
3434,1266,1266,_,可以,整体,正面
3435,1267,1267,_,没有这毛病,整体,正面
3436,1268,1268,_,降价,价格,负面
3437,1268,1268,_,严重,外观,负面
3438,1269,1269,，服务,还是,服务,正面
3439,1269,1269,_,很不错,整体,正面
3440,1269,1269,_,挺喜欢,整体,正面
3441,1269,1269,_,挺到位的,使用场景,负面
3442,1270,1270,_,黑屏,硬件&性能,负面
3443,1271,1271,运行,比较畅,硬件&性能,正面
3444,1271,1271,_,很满意,整体,正面
3445,1272,1272,性能,非常好,硬件&性能,正面
3446,1272,1272,_,很满意,整体,正面
3447,1273,1273,质量,_,整体,正面
3448,1273,1273,_,还可以,整体,正面
3449,1273,1273,服务质量,_,服务,正面
3450,1274,1274,_,挺好的,整体,正面
3451,1274,1274,_,不错,整体,正面
3452,1275,1275,显示效果,很好,硬件&性能,正面
3453,1276,1276,运行,好不卡顿,硬件&性能,正面
3454,1276,1276,外观,漂亮大气,外观,正面
3455,1276,1276,性能,_,硬件&性能,负面
3456,1276,1276,软件,_,软件&性能,负面
3457,1276,1276,_,很喜欢,整体,正面
3458,1277,1277,价格,特别便宜,价格,负面
3459,1277,1277,_,特别清晰,硬件&性能,正面
3460,1278,1278,_,不了东,整体,负面
3461,1279,1279,速度,很快,硬件&性能,正面
3462,1279,1279,_,很不错,整体,正面
3463,1280,1280,鼠标,失灵,硬件&性能,负面
3464,1281,1281,质量,特别好,整体,正面
3465,1281,1281,做工,精细，,外观,正面
3466,1282,1282,_,降价,价格,负面
3467,1283,1283,充电,快,硬件&性能,正面
3468,1283,1283,速度,很快,硬件&性能,正面
3469,1283,1283,_,特别薄,外观,正面
3470,1283,1283,_,喜欢,整体,正面
3471,1284,1284,屏幕,高清屏,硬件&性能,正面
3472,1284,1284,型游戏,满意,整体,正面
3473,1284,1284,_,满意,整体,正面
3474,1285,1285,_,特色,硬件&性能,负面
3475,1285,1285,_,很好,整体,正面
3476,1286,1286,做工,痕垃圾,整体,负面
3477,1286,1286,_,不值,价格,负面
3478,1287,1287,电池,很耐用,硬件&性能,负面
3479,1287,1287,_,方便,整体,负面
3480,1288,1288,包装,完好,包装,负面
3481,1288,1288,_,正品,真伪,正面
3482,1289,1289,画面,清晰,硬件&性能,正面
3483,1289,1289,运行速度,快,硬件&性能,正面
3484,1289,1289,质量,_,整体,正面
3485,1289,1289,屏幕尺,_,硬件&性能,正面
3486,1290,1290,_,无缘无故就蓝屏,硬件&性能,负面
3487,1291,1291,玩游戏,一点也不卡,使用场景,正面
3488,1291,1291,收货,快,软件&性能,正面
3489,1291,1291,_,不错,整体,正面
3490,1292,1292,质量,不错,整体,正面
3491,1292,1292,_,很满意,整体,正面
3492,1293,1293,用起,非常好用,整体,正面
3493,1293,1293,_,很喜欢,整体,正面
3494,1294,1294,颜值,很高,外观,正面
3495,1294,1294,运行速度,很快,硬件&性能,正面
3496,1294,1294,_,不错,整体,正面
3497,1294,1294,价格,_,价格,正面
3498,1295,1295,物流,很快,物流,正面
3499,1295,1295,包装,很好,包装,正面
3500,1295,1295,开机速度,快,硬件&性能,正面
3501,1295,1295,画面,清晰,硬件&性能,正面
3502,1295,1295,玩游戏,一点不卡多,使用场景,正面
3503,1295,1295,_,式时尚,外观,正面
3504,1295,1295,功能,_,整体,正面
3505,1295,1295,_,好评,整体,正面
3506,1296,1296,开机,快,硬件&性能,正面
3507,1296,1296,质量,好,整体,正面
3508,1297,1297,网络,很快,使用场景,正面
3509,1297,1297,质量,很好,整体,正面
3510,1298,1298,物流,非常快,物流,正面
3511,1298,1298,运行速度,挺快,硬件&性能,正面
3512,1298,1298,性价比,高,价格,正面
3513,1298,1298,_,非常满意,整体,正面
3514,1299,1299,_,一般,整体,中性
3515,1299,1299,外观,_,硬件&性能,负面
3516,1300,1300,客服,不理人,服务,负面
3517,1301,1301,运行速度,快,硬件&性能,正面
3518,1301,1301,画面,清晰,硬件&性能,正面
3519,1301,1301,_,，好评,整体,正面
3520,1302,1302,售后服务,相信我,服务,正面
3521,1302,1302,质量,_,整体,正面
3522,1302,1302,客服任何,_,服务,正面
3523,1303,1303,外观,无所谓,外观,正面
3524,1303,1303,性价比,挺好,价格,正面
3525,1303,1303,玩游戏,_,使用场景,正面
3526,1303,1303,外观,_,外观,正面
3527,1303,1303,_,流畅,硬件&性能,正面
3528,1304,1304,风扇,太大,硬件&性能,负面
3529,1304,1304,声，速度,一般,硬件&性能,负面
3530,1305,1305,质量,很好,整体,正面
3531,1305,1305,屏幕,清晰,硬件&性能,正面
3532,1305,1305,玩游戏,一点都不卡,使用场景,正面
3533,1306,1306,外观,好看,外观,正面
3534,1306,1306,_,没开始,真伪,正面
3535,1307,1307,_,没有一点点精致,外观,正面
3536,1307,1307,_,很糟,外观,负面
3537,1308,1308,_,很不错,整体,正面
3538,1309,1309,性能,好,硬件&性能,负面
3539,1309,1309,整体,很好看,外观,正面
3540,1309,1309,功能,很多,整体,正面
3541,1309,1309,外观,不卡顿,硬件&性能,正面
3542,1310,1310,网速,超快,硬件&性能,正面
3543,1310,1310,_,特别好看,外观,正面
3544,1310,1310,_,轻便，,外观,正面
3545,1310,1310,_,一点也不卡，酷酷,硬件&性能,正面
3546,1310,1310,_,，手感,外观,正面
3547,1310,1310,_,超好,整体,正面
3548,1311,1311,性能,可以,硬件&性能,正面
3549,1311,1311,_,不错,整体,正面
3550,1312,1312,价格,变化太大,价格,负面
3551,1312,1312,_,降价,价格,负面
3552,1313,1313,外观,好看,外观,正面
3553,1313,1313,网速,很流畅,硬件&性能,正面
3554,1313,1313,_,很满意,整体,正面
3555,1314,1314,外观,超薄,外观,正面
3556,1314,1314,携带,方便,外观,正面
3557,1314,1314,运行速度,很快,硬件&性能,正面
3558,1314,1314,_,非常流畅,硬件&性能,正面
3559,1314,1314,_,一点儿,整体,正面
3560,1314,1314,_,不卡顿,硬件&性能,正面
3561,1314,1314,_,物超所值,价格,正面
3562,1315,1315,_,降价,价格,负面
3563,1316,1316,_,很不错,整体,正面
3564,1317,1317,物流,很快,物流,正面
3565,1317,1317,_,一点都不卡,硬件&性能,正面
3566,1317,1317,_,非常好,整体,正面
3567,1318,1318,客服,，真的太无良,服务,负面
3568,1318,1318,_,垃圾,整体,负面
3569,1318,1318,_,，无良,硬件&性能,负面
3570,1319,1319,_,不错,整体,负面
3571,1320,1320,_,降价,价格,负面
3572,1321,1321,性价比,超高,价格,正面
3573,1321,1321,_,很值,价格,正面
3574,1322,1322,_,降价,价格,负面
3575,1322,1322,_,卡,硬件&性能,负面
3576,1323,1323,速度,流畅,硬件&性能,正面
3577,1323,1323,，画面,清晰,硬件&性能,正面
3578,1323,1323,价格,_,价格,正面
3579,1324,1324,上面大概,小红点对,外观,正面
3580,1324,1324,屏幕,_,硬件&性能,负面
3581,1324,1324,显示效果,_,硬件&性能,负面
3582,1324,1324,玩游戏,_,使用场景,负面
3583,1324,1324,_,还行,整体,正面
3584,1325,1325,玩游戏,一点都不卡,使用场景,正面
3585,1325,1325,画面,非常清晰,硬件&性能,正面
3586,1325,1325,性价比,超高,价格,正面
3587,1325,1325,_,真不错,整体,正面
3588,1326,1326,_,垃圾,整体,负面
3589,1326,1326,英雄联盟,_,硬件&性能,负面
3590,1327,1327,_,还可以,整体,正面
3591,1328,1328,触摸板,非常不好用,硬件&性能,正面
3592,1328,1328,_,还好,整体,正面
3593,1329,1329,性能,还行,硬件&性能,正面
3594,1329,1329,外观,挺不错,外观,正面
3595,1329,1329,视频,掉了,软件&性能,正面
3596,1329,1329,屏幕,_,硬件&性能,正面
3597,1329,1329,_,很快,硬件&性能,正面
3598,1330,1330,,买来Office不能用，经常性死机，程序响应时间长，客服售后推来推去,整体,正面
3599,1331,1331,_,还不错,整体,正面
3600,1331,1331,_,很炫酷,外观,正面
3601,1331,1331,_,小白,外观,负面
3602,1331,1331,_,不适,整体,负面
3603,1331,1331,_,合神船,整体,正面
3604,1332,1332,外观,好看,外观,正面
3605,1332,1332,款式,很好看,外观,正面
3606,1332,1332,携带,方便，,外观,正面
3607,1332,1332,物流,很快，,物流,正面
3608,1332,1332,_,轻巧,外观,正面
3609,1332,1332,_,超薄,外观,正面
3610,1333,1333,_,一般般,整体,中性
3611,1333,1333,_,降价,价格,负面
3612,1334,1334,包装,破损,包装,正面
3613,1334,1334,_,差评,整体,负面
3614,1334,1334,_,降价,价格,负面
3615,1335,1335,,好就完事了,整体,正面
3616,1336,1336,_,nice,整体,正面
3617,1337,1337,_,还行,整体,正面
3618,1337,1337,价格,_,价格,负面
3619,1338,1338,颜值,真的,外观,正面
3620,1338,1338,OK,了，也不打游戏,使用场景,正面
3621,1338,1338,颜值,主要看,外观,正面
3622,1338,1338,_,不错,整体,正面
3623,1338,1338,_,超级高,整体,正面
3624,1338,1338,_,小巧,外观,正面
3625,1338,1338,_,轻便适,外观,正面
3626,1339,1339,大哥,特别耐心,使用场景,正面
3627,1339,1339,_,非常非常满意,整体,正面
3628,1340,1340,客服,美女细心,服务,正面
3629,1341,1341,质量,很好,整体,正面
3630,1341,1341,屏幕,清晰,硬件&性能,正面
3631,1341,1341,声音,洪亮,硬件&性能,正面
3632,1342,1342,性能,挺好的,硬件&性能,正面
3633,1343,1343,外观,可以,外观,正面
3634,1343,1343,性价比,高,价格,正面
3635,1343,1343,质感,不错,外观,正面
3636,1343,1343,显示效果,_,硬件&性能,正面
3637,1344,1344,分辨率,清晰,硬件&性能,正面
3638,1344,1344,开机速度,很快,硬件&性能,正面
3639,1344,1344,_,非常好,整体,正面
3640,1344,1344,_,很喜欢,整体,正面
3641,1344,1344,_,物有所值,价格,正面
3642,1345,1345,_,很好用,整体,正面
3643,1345,1345,_,很漂亮,外观,正面
3644,1345,1345,_,很不错,整体,正面
3645,1346,1346,_,很不错,整体,正面
3646,1347,1347,开机,_,硬件&性能,负面
3647,1348,1348,物流服务,巨差,服务,负面
3648,1348,1348,_,极致,整体,负面
3649,1349,1349,_,，有脱漆,硬件&性能,负面
3650,1350,1350,_,很满意,整体,正面
3651,1351,1351,物流,太慢,物流,负面
3652,1351,1351,客服,贼差,服务,负面
3653,1351,1351,质量,_,整体,负面
3654,1352,1352,_,挺好,整体,正面
3655,1352,1352,_,只是很多时,整体,负面
3656,1352,1352,风扇,_,整体,负面
3657,1353,1353,处理器,很快,硬件&性能,正面
3658,1353,1353,_,不错,整体,正面
3659,1353,1353,_,很好用,整体,正面
3660,1354,1354,_,好评,整体,负面
3661,1355,1355,_,一般,整体,负面
3662,1356,1356,包装,完好,包装,正面
3663,1356,1356,_,非常好用,整体,正面
3664,1357,1357,游戏画面,好，上网,使用场景,正面
3665,1357,1357,快速,不卡,硬件&性能,正面
3666,1357,1357,_,卡,硬件&性能,正面
3667,1358,1358,续航能力,不错,硬件&性能,负面
3668,1358,1358,办公,没问题,使用场景,正面
3669,1358,1358,打游戏,散热,使用场景,负面
3670,1358,1358,_,还行,整体,正面
3671,1358,1358,_,不行,整体,负面
3672,1358,1358,系统,_,包装,正面
3673,1359,1359,包装,很好,包装,正面
3674,1359,1359,网络,不卡,硬件&性能,正面
3675,1359,1359,_,很满意,整体,正面
3676,1360,1360,_,挺好,整体,正面
3677,1361,1361,声音,很大,硬件&性能,负面
3678,1361,1361,_,非常卡，用,硬件&性能,负面
3679,1361,1361,发热,_,硬件&性能,负面
3680,1362,1362,做工,还行,整体,正面
3681,1362,1362,风扇声音,太大,硬件&性能,负面
3682,1362,1362,外观,_,外观,正面
3683,1362,1362,运行,_,硬件&性能,负面
3684,1363,1363,店家服务态度,好,服务,正面
3685,1363,1363,_,很不错,整体,正面
3686,1363,1363,_,不卡,硬件&性能,正面
3687,1363,1363,_,满意,整体,正面
3688,1364,1364,_,喇叭有噪音,硬件&性能,负面
3689,1365,1365,运行速度,挺快的,硬件&性能,正面
3690,1365,1365,价格,实惠,价格,正面
3691,1365,1365,办公,真的不卡,物流,正面
3692,1365,1365,_,很满意,整体,正面
3693,1366,1366,质量,很好,整体,正面
3694,1366,1366,价格,合适,价格,正面
3695,1366,1366,_,很不错,整体,正面
3696,1367,1367,运行,流畅不卡顿,硬件&性能,正面
3697,1367,1367,外观,非常喜欢,外观,正面
3698,1368,1368,_,一般般,整体,中性
3699,1369,1369,外观,好看,外观,正面
3700,1369,1369,质量,很好,整体,正面
3701,1369,1369,玩游戏,一点也不卡,使用场景,正面
3702,1369,1369,操作,非常灵敏,使用场景,正面
3703,1370,1370,风扇声音,_,硬件&性能,负面
3704,1370,1370,_,太吵了,外观,负面
3705,1371,1371,屏幕,_,硬件&性能,负面
3706,1371,1371,显示,_,硬件&性能,负面
3707,1371,1371,_,人的眼睛看,外观,正面
3708,1372,1372,屏幕瑕,_,硬件&性能,负面
3709,1372,1372,_,美帝良心,整体,正面
3710,1373,1373,质量,很好,整体,正面
3711,1373,1373,屏幕,大,硬件&性能,正面
3712,1373,1373,显卡,清晰,硬件&性能,正面
3713,1373,1373,运行,顺畅,硬件&性能,正面
3714,1373,1373,按键,_,硬件&性能,正面
3715,1374,1374,,买来用了三次，每次都动不动重启，气死我了?,整体,负面
3716,1375,1375,携带,方便，,外观,正面
3717,1375,1375,包装,适合,包装,正面
3718,1376,1376,外观,漂亮,外观,正面
3719,1376,1376,携带,方便,外观,正面
3720,1376,1376,性能,好,硬件&性能,正面
3721,1376,1376,灵敏,挺满意,整体,正面
3722,1376,1376,_,轻薄,外观,正面
3723,1376,1376,反应,_,硬件&性能,正面
3724,1377,1377,_,黑屏,硬件&性能,负面
3725,1378,1378,售后,_,服务,负面
3726,1378,1378,_,死机，良心,硬件&性能,负面
3727,1379,1379,质量,不错,整体,正面
3728,1379,1379,显示屏,清晰,硬件&性能,正面
3729,1379,1379,外观设计,很漂亮,外观,正面
3730,1379,1379,_,流畅,硬件&性能,正面
3731,1379,1379,_,一点也不卡,硬件&性能,正面
3732,1379,1379,_,超值,价格,正面
3733,1380,1380,画面,流畅,硬件&性能,正面
3734,1380,1380,性能,不错,硬件&性能,正面
3735,1380,1380,性价比,高,价格,正面
3736,1380,1380,_,便宜,价格,正面
3737,1381,1381,_,蓝屏,硬件&性能,负面
3738,1381,1381,_,真心,整体,负面
3739,1382,1382,_,买完就降价,价格,负面
3740,1383,1383,_,垃圾,整体,负面
3741,1384,1384,_,很好,整体,正面
3742,1385,1385,风扇声音,偏大,硬件&性能,负面
3743,1386,1386,外观,很时尚,外观,正面
3744,1386,1386,_,很不错,整体,正面
3745,1387,1387,质量,还是不错,整体,正面
3746,1387,1387,速度,快,硬件&性能,正面
3747,1387,1387,画质,非常好,硬件&性能,正面
3748,1387,1387,外观,好看,外观,正面
3749,1387,1387,_,满意,整体,正面
3750,1388,1388,质量,很好,整体,正面
3751,1389,1389,性能,不错,硬件&性能,正面
3752,1390,1390,性价比,高,价格,负面
3753,1390,1390,颜色,特别正,外观,正面
3754,1390,1390,外形,_,外观,正面
3755,1390,1390,质量,_,整体,负面
3756,1391,1391,_,非常不错,整体,正面
3757,1391,1391,_,很好,整体,正面
3758,1391,1391,_,很多,整体,正面
3759,1392,1392,使用,特别顺畅,硬件&性能,正面
3760,1392,1392,，按键,灵敏,硬件&性能,负面
3761,1392,1392,价格,便宜,价格,正面
3762,1393,1393,键盘,挺晃眼的,硬件&性能,正面
3763,1393,1393,_,可以,整体,正面
3764,1393,1393,_,很不错,整体,正面
3765,1394,1394,性能,很好,硬件&性能,正面
3766,1394,1394,显卡,不错,硬件&性能,正面
3767,1394,1394,外观,_,外观,正面
3768,1394,1394,_,很满意,整体,正面
3769,1395,1395,_,合适,整体,负面
3770,1396,1396,速度,旧给力,硬件&性能,负面
3771,1396,1396,_,很好,整体,负面
3772,1397,1397,质量,很好,整体,正面
3773,1397,1397,配件,齐全,使用场景,正面
3774,1397,1397,售后服务,不错,服务,正面
3775,1398,1398,性价比,很高,价格,正面
3776,1398,1398,_,没有失,整体,负面
3777,1398,1398,_,非常好用,整体,正面
3778,1399,1399,显示屏,很清晰,硬件&性能,正面
3779,1399,1399,质量,不错,整体,正面
3780,1399,1399,玩游戏,不卡,使用场景,正面
3781,1399,1399,_,小巧的,外观,正面
3782,1399,1399,_,很流畅,硬件&性能,正面
3783,1399,1399,_,不刺眼,硬件&性能,正面
3784,1400,1400,速度,很快的,硬件&性能,正面
3785,1400,1400,_,很好用,整体,正面
3786,1401,1401,老坦克好对了,_,整体,正面
3787,1402,1402,开机速度,超快,硬件&性能,正面
3788,1402,1402,看图,一点压力,外观,正面
3789,1402,1402,_,不错,整体,正面
3790,1402,1402,_,没有,整体,正面
3791,1403,1403,质量,挺好,整体,正面
3792,1403,1403,性能,很好,硬件&性能,正面
3793,1403,1403,显示效果,清晰,硬件&性能,正面
3794,1403,1403,运行,很快,硬件&性能,正面
3795,1403,1403,方面,不错,整体,正面
3796,1404,1404,_,降价,价格,负面
3797,1404,1404,_,垃圾,整体,负面
3798,1405,1405,_,不好,整体,负面
3799,1405,1405,候态度,_,服务,负面
3800,1405,1405,_,假的,整体,中性
3801,1406,1406,_,差评,整体,负面
3802,1406,1406,_,天收到货今天就降,包装,负面
3803,1407,1407,性价比,高,价格,正面
3804,1407,1407,_,，好,整体,正面
3805,1408,1408,外观设计,好看时尚,外观,正面
3806,1408,1408,画面,清晰,硬件&性能,正面
3807,1408,1408,质量,很好,整体,正面
3808,1408,1408,_,流畅，不卡,硬件&性能,正面
3809,1409,1409,包装,完好无损,包装,正面
3810,1409,1409,质量,很好,整体,正面
3811,1409,1409,款式,好看,外观,正面
3812,1409,1409,做工,精致,外观,正面
3813,1409,1409,运行速度,快,硬件&性能,正面
3814,1409,1409,材质,_,外观,正面
3815,1410,1410,沟通,清楚,硬件&性能,正面
3816,1410,1410,性能,很好,硬件&性能,正面
3817,1411,1411,机身,超薄,外观,正面
3818,1411,1411,外观,高尚,外观,正面
3819,1411,1411,运转,很快不卡机,硬件&性能,正面
3820,1411,1411,_,很方便携带,外观,正面
3821,1412,1412,物流,快,物流,正面
3822,1412,1412,质量,好,整体,正面
3823,1412,1412,屏幕,清晰,硬件&性能,正面
3824,1412,1412,_,非常满意,整体,正面
3825,1413,1413,方面,很强势,硬件&性能,正面
3826,1413,1413,游戏,两不误,使用场景,正面
3827,1413,1413,客服小姐姐,贼热情,服务,正面
3828,1413,1413,性能,没有刮痕,硬件&性能,正面
3829,1413,1413,办公,_,使用场景,正面
3830,1413,1413,_,满分,整体,正面
3831,1414,1414,价格,波动太大了,价格,负面
3832,1415,1415,性能,好,硬件&性能,负面
3833,1415,1415,_,不卡机,硬件&性能,负面
3834,1416,1416,客服,很热情,服务,负面
3835,1416,1416,质量,蛮好,整体,正面
3836,1416,1416,_,流畅不卡顿,硬件&性能,正面
3837,1417,1417,运行速度,挺快,硬件&性能,正面
3838,1417,1417,款式,挺好，适合,外观,正面
3839,1417,1417,_,不错,整体,正面
3840,1417,1417,_,超薄,外观,正面
3841,1418,1418,_,垃圾,整体,负面
3842,1419,1419,性能,高,硬件&性能,正面
3843,1419,1419,玩游戏,不发热,物流,正面
3844,1419,1419,_,很有,整体,负面
3845,1419,1419,_,很舒服,整体,正面
3846,1419,1419,_,不卡,硬件&性能,正面
3847,1420,1420,_,可以,整体,正面
3848,1421,1421,充电时,滋滋响,硬件&性能,负面
3849,1422,1422,性能,稳定,硬件&性能,正面
3850,1422,1422,显示效果,很好,硬件&性能,正面
3851,1422,1422,显卡效果,_,硬件&性能,正面
3852,1422,1422,外观材质,_,外观,正面
3853,1422,1422,设计,_,外观,正面
3854,1422,1422,_,很爽,外观,正面
3855,1423,1423,运行速度,挺快,硬件&性能,正面
3856,1423,1423,_,很赞,整体,正面
3857,1423,1423,_,，满意,整体,正面
3858,1424,1424,反应,不是很给力,硬件&性能,负面
3859,1424,1424,_,有些慢,硬件&性能,负面
3860,1425,1425,屏幕,_,硬件&性能,负面
3861,1426,1426,画面,清晰,硬件&性能,正面
3862,1426,1426,_,轻巧,外观,正面
3863,1426,1426,_,超薄,外观,正面
3864,1427,1427,运行,挺流畅的,硬件&性能,负面
3865,1428,1428,,怀疑是翻新机，国庆才买，浏览器已经有了之前的页面搜索记录和书签，,整体,正面
3866,1429,1429,款式,很好看,外观,正面
3867,1429,1429,网速,快,硬件&性能,正面
3868,1429,1429,画面,清晰,硬件&性能,正面
3869,1429,1429,包装,很好,包装,正面
3870,1429,1429,_,很满意,整体,正面
3871,1430,1430,玩游戏,太卡,使用场景,正面
3872,1431,1431,开机,很快,硬件&性能,正面
3873,1431,1431,_,是很不错的,整体,正面
3874,1432,1432,内存,_,硬件&性能,负面
3875,1433,1433,快递,很快,物流,正面
3876,1433,1433,小哥服务,很好,服务,正面
3877,1433,1433,屏幕,_,硬件&性能,正面
3878,1434,1434,_,很满意,整体,正面
3879,1435,1435,,买了一个月充电模块就坏了，**第二次失败购物,整体,负面
3880,1436,1436,_,降价,价格,负面
3881,1437,1437,电池,不抗用,硬件&性能,负面
3882,1437,1437,硬盘,_,硬件&性能,负面
3883,1437,1437,声音,_,硬件&性能,负面
3884,1438,1438,系统,一般,软件&性能,负面
3885,1438,1438,_,很不错,整体,正面
3886,1438,1438,散热,_,硬件&性能,负面
3887,1438,1438,_,很可以,整体,正面
3888,1439,1439,手感,超好,外观,正面
3889,1439,1439,打游戏,一点都不卡,使用场景,正面
3890,1439,1439,_,超薄,外观,正面
3891,1439,1439,_,轻巧,外观,正面
3892,1439,1439,_,方便,外观,正面
3893,1439,1439,_,好评,整体,正面
3894,1440,1440,颜值,无敌,外观,正面
3895,1440,1440,性能,强,硬件&性能,正面
3896,1440,1440,_,特色,硬件&性能,正面
3897,1441,1441,_,开不了机了,硬件&性能,负面
3898,1442,1442,,登陆个账号，弄了两个小时就是登陆不上去。还有我在广州用新买的电脑登陆，手机收到的提示居然是在台州，这是个怎么回事,整体,负面
3899,1443,1443,_,降价,价格,负面
3900,1444,1444,物流,很快,物流,正面
3901,1444,1444,质量,不错,整体,正面
