id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
1222,_, , ,很多泡泡,0,4,使用体验,正面
1222,_, , ,好用,5,7,整体,正面
1223,价格,0,2,优惠,2,4,价格,正面
1223,_, , ,好看,5,7,整体,正面
1224,_, , ,不好用,3,6,整体,负面
1225,_, , ,太差了,0,3,整体,负面
1226,_, , ,挺好的,8,11,整体,正面
1226,_, , ,不会过敏,12,16,使用体验,正面
1226,_, , ,赞,17,18,整体,正面
1227,质量,9,11,很好,11,13,整体,正面
1227,_, , ,很好看,14,17,整体,正面
1227,_, , ,很牢固,26,29,其他,正面
1228,刷头,5,7,那么宽,7,10,其他,负面
1228,味道,22,24,超级大,24,27,气味,负面
1228,_, , ,特别难闻,28,32,气味,负面
1229,保湿,3,5,很好,6,8,功效,正面
1229,_, , ,很划算,9,12,价格,正面
1230,_, , ,物美价廉,4,8,整体,正面
1231,_, , ,好,7,8,整体,正面
1232,_, , ,好用,0,2,整体,正面
1232,_, , ,不油腻,3,6,使用体验,正面
1233,_, , ,很合适,3,6,整体,正面
1234,_, , ,还可以,0,3,整体,正面
1235,_, , ,太香了,2,5,气味,负面
1236,_, , ,很自然,13,16,功效,正面
1236,香味,17,19,优然,19,21,气味,正面
1236,物流,22,24,超快,24,26,物流,正面
1236,_, , ,提肤色,9,12,功效,正面
1236,_, , ,好评,28,30,整体,正面
1237,芳香,0,2,持久,2,4,气味,正面
1238,_, , ,滑滑的,4,7,使用体验,正面
1238,_, , ,不紧绷,8,11,使用体验,正面
1239,_, , ,根本去不了,0,5,使用体验,负面
1240,_, , ,挺好用的,0,4,整体,正面
1240,_, , ,很好看,10,13,整体,正面
1241,_, , ,碎了,2,4,其他,负面
1242,_, , ,不油腻,13,16,使用体验,正面
1243,_, , ,还不错,2,5,整体,正面
1243,_, , ,挺好的,6,9,整体,正面
1244,_, , ,真心不错,2,6,整体,正面
1244,活动,7,9,非常划算,9,13,价格,正面
1244,_, , ,好,19,20,整体,正面
1244,_, , ,温和不刺激,21,26,使用体验,正面
1245,_, , ,正品,2,4,真伪,正面
1246,物流,13,15,快,15,16,物流,正面
1246,_, , ,好,19,20,整体,正面
1247,_, , ,很好用,2,5,整体,正面
1248,_, , ,不错,8,10,整体,正面
1249,遮瑕效果,0,4,_, , ,功效,中性
1250,_, , ,很方便,21,24,整体,正面
1250,_, , ,温和不刺激,12,17,使用体验,正面
1251,_, , ,正品,26,28,真伪,正面
1251,_, , ,非常好用,2,6,整体,正面
1252,上妆效果,0,4,不行,5,7,功效,负面
1253,_, , ,实惠,12,14,整体,正面
1254,_, , ,润润的,7,10,使用体验,正面
1255,活动,15,17,很划算,17,20,价格,正面
1255,_, , ,很好用,0,3,整体,正面
1256,_, , ,好喜欢,0,3,整体,正面
1256,_, , ,很好画,8,11,使用体验,正面
1256,_, , ,不易掉色,12,16,使用体验,正面
1256,_, , ,很好上色,17,21,功效,正面
1256,_, , ,很好看,26,29,整体,正面
1256,_, , ,好用,30,32,整体,正面
1256,_, , ,喜欢,44,46,整体,正面
1257,_, , ,真的好,1,4,整体,正面
1258,粉质,0,2,比较粗糙,2,6,其他,负面
1259,_, , ,很好用,0,3,整体,正面
1260,_, , ,特别好,5,8,整体,正面
1260,_, , ,很不错,13,16,整体,正面
1261,_, , ,特别痒,8,11,使用体验,负面
1261,颜色,12,14,和图片不一致,15,21,功效,负面
1262,_, , ,很不错,8,11,整体,正面
1262,祛斑效果,23,27,不大,27,29,功效,负面
1262,补水,32,34,真的不错,34,38,功效,正面
1263,笔芯,0,2,全断了,2,5,其他,负面
1264,_, , ,只有一点点,4,9,尺寸,负面
1265,_, , ,可以,0,2,整体,正面
1266,_, , ,不错,2,4,整体,正面
1266,保湿效果,5,9,一般,9,11,功效,中性
1267,_, , ,一点作用都没有,5,12,整体,负面
1268,保湿效果,29,33,很好,35,37,功效,正面
1269,活动,6,8,很便宜,9,12,价格,正面
1269,性价比,13,16,挺高的,16,19,价格,正面
1270,_, , ,特别漂亮,7,11,包装,正面
1270,上色,19,21,很好,21,23,功效,正面
1270,_, , ,高大尚,24,27,整体,正面
1271,_, , ,非常划算,8,12,整体,正面
1272,_, , ,超级喜欢,0,4,整体,正面
1273,_, , ,不错,2,4,整体,正面
1273,厚度,5,7,适中,7,9,尺寸,正面
1273,大小,10,12,合适,12,14,尺寸,正面
1273,_, , ,五星好评,25,29,整体,正面
1273,_, , ,物美价廉,15,19,价格,正面
1274,质量,0,2,一般般,2,5,整体,中性
1275,_, , ,齐全,2,4,整体,正面
1275,_, , ,非常喜欢,5,9,整体,正面
1276,_, , ,很不错,17,20,整体,正面
1276,_, , ,很容易推开,21,26,使用体验,正面
1276,保湿效果,27,31,不错,32,34,功效,正面
1277,味道,0,2,很好闻,2,5,气味,正面
1277,奶味,9,11,淡淡的,6,9,气味,正面
1278,_, , ,不错,0,2,整体,正面
1279,_, , ,挺好用的,3,7,整体,正面
1279,_, , ,还可以,0,3,整体,正面
1280,清洁力,10,13,可以,13,15,功效,正面
1280,_, , ,挺好用,0,3,整体,正面
1281,_, , ,还不错,10,13,整体,正面
1282,_, , ,太锋利,0,3,功效,负面
1282,_, , ,太长,4,6,尺寸,负面
1283,_, , ,特别好,0,3,整体,正面
1283,快递速度,12,16,比意想中快,18,23,物流,正面
1283,_, , ,特别的顺,30,34,使用体验,正面
1283,_, , ,很舒服,42,45,使用体验,正面
1283,蜜桃味,46,49,好闻,56,58,气味,正面
1283,_, , ,喜欢,70,72,整体,正面
1284,_, , ,很滋润,13,16,使用体验,正面
1285,_, , ,不会漏粉,0,4,功效,正面
1285,质量,5,7,很棒,7,9,整体,正面
1286,速度,16,18,快,18,19,物流,正面
1287,味道,4,6,淡淡的奶香,6,11,气味,正面
1287,_, , ,很好用,0,3,整体,正面
1288,_, , ,好用,7,9,整体,正面
1289,_, , ,好用,11,13,整体,正面
1290,快递,12,14,快,16,17,物流,正面
1291,_, , ,挺好,4,6,整体,正面
1292,质量,0,2,好差,2,4,整体,负面
1292,_, , ,不锋利,6,9,功效,负面
1293,快递,10,12,很快,13,15,物流,正面
1293,_, , ,是正品,16,19,真伪,正面
1293,_, , ,很好用,6,9,整体,正面
1294,_, , ,好,5,6,整体,正面
1295,持妆力,30,33,不错,34,36,功效,正面
1296,味道,11,13,不一样,16,19,气味,中性
1297,包装,12,14,挺好的,14,17,包装,正面
1298,_, , ,还不错,2,5,整体,正面
1298,_, , ,喜欢,17,19,整体,正面
1298,_, , ,颜色相近,12,16,功效,正面
1299,色号,0,2,很适合,2,5,功效,正面
1299,_, , ,细腻,6,8,使用体验,正面
1299,滋润度,8,11,刚刚好,11,14,使用体验,正面
1300,快递,2,4,蛮快的,5,8,物流,正面
1300,包装,11,13,太简便,13,16,包装,负面
1301,补水效果,1,5,很好,5,7,功效,正面
1301,_, , ,很服帖,19,22,使用体验,正面
1302,_, , ,超值,0,2,价格,正面
1303,_, , ,毫不费力,16,20,使用体验,正面
1303,气味,26,28,没有刺鼻,21,25,气味,正面
1303,卸妆,33,35,很干净,35,38,功效,正面
1303,_, , ,很温和,29,32,使用体验,正面
1303,包装,39,41,特别再仔细,41,46,包装,正面
1303,_, , ,很满意,47,50,整体,正面
1304,颜色,0,2,和图片上不一样,2,9,功效,负面
1304,_, , ,太差了,10,13,整体,负面
1305,_, , ,一如既往的好,6,12,整体,正面
1306,颜色,4,6,很自然,0,3,功效,正面
1306,_, , ,很值,20,22,价格,正面
1307,_, , ,是正品,0,3,真伪,正面
1307,_, , ,很好用,8,11,整体,正面
1308,_, , ,还不错,13,16,整体,正面
1309,_, , ,没感觉有效果,0,6,整体,负面
1310,_, , ,碎了,5,7,物流,负面
1311,酒精味道,0,4,比较浓郁,4,8,气味,负面
1312,_, , ,超级棒,2,5,整体,正面
1312,活动力度,8,12,挺大的,12,15,价格,正面
1312,_, , ,很多,31,33,其他,正面
1313,_, , ,不错,2,4,整体,正面
1313,_, , ,很服帖,5,8,使用体验,正面
1313,物流,9,11,很快,12,14,物流,正面
1314,物流,0,2,真是快,2,5,物流,正面
1314,_, , ,物美价廉,7,11,价格,正面
1314,_, , ,好评,11,13,整体,正面
1315,_, , ,不是正品,0,4,真伪,负面
1315,_, , ,假货,5,7,真伪,负面
1316,_, , ,补水,35,37,功效,正面
1316,_, , ,保湿,37,39,功效,正面
1316,_, , ,提亮,39,41,功效,正面
1316,_, , ,清洁,41,43,功效,正面
1316,_, , ,收缩毛孔,43,47,功效,正面
1317,_, , ,合适,11,13,整体,正面
1317,_, , ,爱起来了,38,42,整体,正面
1318,_, , ,很滋润,6,9,使用体验,正面
1318,_, , ,很保湿,9,12,功效,正面
1318,_, , ,很温和,25,28,使用体验,正面
1318,_, , ,挺易吸收的,34,39,使用体验,正面
1319,_, , ,好用,6,8,整体,正面
1320,_, , ,中评,4,6,整体,中性
1320,_, , ,太假白了,13,17,使用体验,负面
1320,_, , ,白了像个鬼,30,35,使用体验,负面
1320,味道,36,38,太香,38,40,气味,负面
1320,味道,36,38,刺鼻,42,44,气味,负面
1321,_, , ,nice,0,4,整体,正面
1322,性价比,40,43,很高,43,45,价格,正面
1322,妆容保持时间,45,51,长,52,53,功效,正面
1323,活动,12,14,便宜很多,14,18,价格,正面
1323,_, , ,很棒,8,10,整体,正面
1324,_, , ,挺舒服的,0,4,整体,正面
1324,清洁能力,5,9,强,9,10,功效,正面
1324,_, , ,方便,17,19,使用体验,正面
1325,_, , ,好香,0,2,气味,正面
1325,_, , ,淡淡的清香,11,16,气味,正面
1325,_, , ,好闻,17,19,气味,正面
1325,_, , ,很顺滑,24,27,使用体验,正面
1326,_, , ,是正品,6,9,真伪,正面
1326,_, , ,很好用,10,13,整体,正面
1326,快递,14,16,很给力,16,19,物流,正面
1327,_, , ,不错,7,9,整体,正面
1328,_, , ,喜欢,14,16,整体,正面
1329,_, , ,好小,0,2,尺寸,负面
1330,价格,6,8,很实惠,9,12,价格,正面
1330,_, , ,很温和,2,5,使用体验,正面
1330,_, , ,很好,0,2,整体,正面
1331,_, , ,很舒服,9,12,使用体验,正面
1331,_, , ,很好,13,15,整体,正面
1332,_, , ,不太适合,3,7,整体,负面
1332,_, , ,不吸收,9,12,使用体验,负面
1333,_, , ,挺好的,5,8,整体,正面
1334,泡泡,3,5,细腻,5,7,使用体验,正面
1334,_, , ,容易清洗,8,12,功效,正面
1334,_, , ,清爽,15,17,使用体验,正面
1334,_, , ,不紧绷,20,23,使用体验,正面
1334,锁水效果,24,28,不错,28,30,功效,正面
1334,清香味,34,37,很喜欢,37,40,气味,正面
1334,_, , ,好用,57,59,整体,正面
1334,_, , ,好评,62,64,整体,正面
1335,_, , ,挺好的,5,8,整体,正面
1336,_, , ,很喜欢,27,30,整体,正面
1337,_, , ,没什么效果,0,5,整体,负面
1338,_, , ,歪扭七八,19,23,整体,负面
1338,_, , ,不喜欢,27,30,整体,负面
1339,物流,5,7,很快,8,10,物流,正面
1339,_, , ,很好,2,4,整体,正面
1340,_, , ,不错,3,5,整体,正面
1341,味道,0,2,比较奇怪,2,6,气味,负面
1341,_, , ,非常好吸收,24,29,使用体验,正面
1342,遮暇,10,12,很棒,12,14,功效,正面
1342,_, , ,挺好的,6,9,整体,正面
1343,_, , ,喜欢,0,2,整体,正面
1344,_, , ,是正品,0,3,真伪,正面
1344,_, , ,巨划算,5,8,价格,正面
1345,_, , ,物美价廉,0,4,价格,正面
1346,_, , ,够长,0,2,使用体验,正面
1346,_, , ,够浓密,2,5,使用体验,正面
1346,_, , ,很自然,6,9,功效,正面
1346,_, , ,好评,10,12,整体,正面
1347,_, , ,实惠,0,2,价格,正面
1347,_, , ,便宜,3,5,价格,正面
1347,_, , ,锋利,6,8,功效,正面
1347,_, , ,好用,30,32,整体,正面
1348,赠品,6,8,_, , ,价格,正面
1349,_, , ,强力推荐,0,4,整体,正面
1349,_, , ,超级好用,8,12,整体,正面
1349,_, , ,补水,12,14,功效,正面
1349,_, , ,水润,14,16,使用体验,正面
1349,_, , ,喜欢,17,19,整体,正面
1350,_, , ,很不错,0,3,整体,正面
1351,材质,0,2,挺软的,2,5,其他,正面
1351,_, , ,不错,6,8,整体,正面
1352,_, , ,很一般,0,3,整体,中性
1352,效果,3,5,不明显,5,8,功效,负面
1353,_, , ,便宜,6,8,价格,正面
1354,_, , ,非常好,2,5,整体,正面
1355,_, , ,不错,2,4,整体,正面
1355,_, , ,超级好用,6,10,整体,正面
1356,_, , ,还不错,0,3,整体,正面
1357,_, , ,很清爽,0,3,使用体验,正面
1357,_, , ,满意,9,11,整体,正面
1358,_, , ,很油,16,18,使用体验,负面
1359,_, , ,好评,6,8,整体,正面
1360,_, , ,不好用,0,3,整体,负面
1360,_, , ,难上色,4,7,功效,负面
1361,_, , ,很好,4,6,整体,正面
1362,_, , ,好用,3,5,整体,正面
1363,_, , ,好用,5,7,整体,正面
1363,_, , ,超喜欢,28,31,整体,正面
1364,_, , ,比较温和,7,11,使用体验,正面
1364,_, , ,还可以,0,3,整体,正面
1365,_, , ,比较清爽,4,8,使用体验,正面
1365,_, , ,不黏腻,9,12,使用体验,正面
1365,_, , ,没有泛白,16,20,使用体验,正面
1365,_, , ,不错,26,28,整体,正面
1366,泡沫,22,24,丰富,19,21,使用体验,正面
1366,泡沫,22,24,很细腻,25,28,使用体验,正面
1366,包装,38,40,很好,40,42,包装,正面
1366,_, , ,很透气,29,32,使用体验,正面
1367,_, , ,挺大一只,0,4,尺寸,正面
1367,_, , ,比较细腻,6,10,使用体验,正面
1367,_, , ,好闻,11,13,气味,正面
1368,服务态度,15,19,很好,19,21,服务,正面
1369,上色,12,14,好,14,15,功效,正面
1369,_, , ,便宜,6,8,价格,正面
1370,_, , ,可以,0,2,整体,正面
1370,_, , ,很温和,3,6,使用体验,正面
1371,_, , ,破了,14,16,其他,负面
1372,上妆,0,2,很不错,2,5,功效,正面
1372,味道,8,10,太香了,10,13,气味,负面
1373,味道,2,4,不错,4,6,气味,正面
1374,泡沫,5,7,多,7,8,使用体验,正面
1374,泡沫,5,7,均匀,8,10,使用体验,正面
1374,清洁,10,12,彻底,12,14,功效,正面
1374,_, , ,清爽,21,23,使用体验,正面
1374,_, , ,透彻,23,25,使用体验,正面
1374,_, , ,非常满意,25,29,整体,正面
1375,控油效果,0,4,还不错,4,7,功效,正面
1376,_, , ,挺好的,35,38,整体,正面
1377,_, , ,比较好涂开,1,6,使用体验,正面
1377,_, , ,不会很干,8,12,使用体验,正面
1378,_, , ,好,13,14,整体,正面
1379,_, , ,很好用,0,3,整体,正面
1379,_, , ,很划算,6,9,价格,正面
1379,_, , ,太满意了,25,29,整体,正面
1380,_, , ,好评,0,2,整体,正面
1381,香味,6,8,淡淡的,3,6,气味,正面
1381,_, , ,一点没问题,20,25,使用体验,正面
1381,_, , ,非常滋润,9,13,使用体验,正面
1381,_, , ,保湿,13,15,功效,正面
1381,_, , ,非常满意,26,30,整体,正面
1382,_, , ,小巧轻便,5,9,尺寸,正面
1382,_, , ,方便携带,10,14,使用体验,正面
1382,_, , ,还可以,39,42,整体,正面
1383,_, , ,很好,2,4,整体,正面
1384,_, , ,特别拔干,10,14,使用体验,负面
1385,味道,0,2,有点难闻,2,6,气味,负面
1386,味道,0,2,太重了,2,5,气味,负面
1387,味道,0,2,很好闻,2,5,气味,正面
1387,_, , ,比较费,15,18,价格,负面
1388,_, , ,好用,0,2,整体,正面
1389,_, , ,还不错,7,10,整体,正面
1390,_, , ,差评,0,2,整体,负面
1391,_, , ,还行,0,2,整体,正面
1391,味道,6,8,不是很喜欢,10,15,气味,负面
1392,_, , ,还不错,6,9,整体,正面
1393,_, , ,很好,0,2,整体,正面
1393,_, , ,是正品,3,6,真伪,正面
1393,_, , ,非常满意,7,11,整体,正面
1394,_, , ,超级好用,0,4,整体,正面
1395,_, , ,好用,9,11,整体,正面
1396,_, , ,很不错,10,13,整体,正面
1396,保湿效果,24,28,很好,28,30,功效,正面
1397,送货,12,14,及时,14,16,物流,正面
1397,_, , ,不错,24,26,整体,正面
1398,_, , ,特别的好用,0,5,整体,正面
1399,_, , ,脸红,15,17,使用体验,负面
1400,_, , ,挺好用的,4,8,整体,正面
1401,包装,6,8,一般,8,10,包装,负面
1402,_, , ,很好用,0,3,整体,正面
1403,_, , ,超级nice,0,6,整体,正面
1404,_, , ,不错,2,4,整体,正面
1405,_, , ,还行,2,4,整体,正面
1406,_, , ,很好用,0,3,整体,正面
1406,卸妆,4,6,很干净,6,9,功效,正面
1406,_, , ,温和,10,12,使用体验,正面
1406,_, , ,不刺激,12,15,使用体验,正面
1407,物流,2,4,好快,4,6,物流,正面
1408,_, , ,断了,10,12,其他,负面
1409,_, , ,挺好用的,0,4,整体,正面
1409,_, , ,不油,4,6,使用体验,正面
1409,_, , ,很清爽,6,9,使用体验,正面
1409,小礼品,13,16,_, , ,价格,正面
1409,_, , ,很好用,19,22,整体,正面
1410,_, , ,超级好用,0,4,整体,正面
1411,_, , ,湿润,7,9,使用体验,正面
1411,_, , ,不紧绷,9,12,使用体验,正面
1411,清洁效果,13,17,好,17,18,功效,正面
1411,_, , ,非常满意,30,34,整体,正面
1412,_, , ,特别好,0,3,整体,正面
1412,小礼品,23,26,_, , ,价格,正面
1413,_, , ,超级好用,0,4,整体,正面
1414,_, , ,不油腻,7,10,使用体验,正面
1414,_, , ,好吸收,11,14,使用体验,正面
1414,_, , ,很喜欢,17,20,整体,正面
1415,_, , ,好评,22,24,整体,正面
1416,_, , ,不错,0,2,整体,正面
1417,_, , ,很舒服,21,24,使用体验,正面
1417,_, , ,很喜欢,10,13,整体,正面
1418,上妆效果,0,4,晕染,5,7,功效,正面
1418,持久情况,8,12,容易晕染,13,17,功效,正面
1419,吸收情况,0,4,不好用,5,8,功效,负面
1420,_, , ,非常好,0,3,整体,正面
1420,保湿,4,6,好,6,7,功效,正面
1420,_, , ,贴皮肤,8,11,使用体验,正面
1421,_, , ,还不错,11,14,整体,正面
1422,_, , ,非常满意,16,20,整体,正面
1423,_, , ,很喜欢,4,7,整体,正面
1423,_, , ,好,9,10,整体,正面
1423,_, , ,不错,11,13,整体,正面
1424,_, , ,不错,0,2,整体,正面
1424,_, , ,很划算,3,6,价格,正面
1425,清爽度,0,3,_, , ,使用体验,中性
1425,_, , ,实惠,9,11,价格,正面
1426,_, , ,挺好的,10,13,整体,正面
1427,_, , ,还行,3,5,整体,正面
1428,_, , ,不错,0,2,整体,正面
1429,_, , ,还可以,0,3,整体,正面
1429,酒精味,10,13,浓浓的,7,10,气味,负面
1430,保湿,0,2,好,6,7,功效,正面
1431,_, , ,非常好,0,3,整体,正面
1432,_, , ,断了,9,11,物流,负面
1432,_, , ,不开心,19,22,整体,负面
1433,_, , ,不错,6,8,整体,正面
1434,_, , ,还好,0,2,整体,正面
1435,_, , ,还不错,3,6,整体,正面
1436,_, , ,特别好用,4,8,整体,正面
1437,_, , ,非常好用,17,21,整体,正面
1438,_, , ,好评,4,6,整体,正面
1439,_, , ,不是很好闻,0,5,气味,负面
1440,_, , ,挺好的,7,10,整体,正面
1441,价格,9,11,实惠,15,17,价格,正面
1441,_, , ,是正品,18,21,真伪,正面
1441,物流,22,24,快,24,25,物流,正面
1442,味道,2,4,怪怪的,4,7,气味,负面
1442,_, , ,拔干,9,11,使用体验,负面
1443,包装,10,12,坏了,13,15,包装,负面
1443,_, , ,差到极点,44,48,整体,负面
1444,_, , ,补水,6,8,功效,正面
1445,_, , ,很舒服,17,20,使用体验,正面
1445,_, , ,非常不错,4,8,整体,正面
1446,_, , ,很好,2,4,整体,正面
1446,_, , ,真心不错,9,13,整体,正面
1446,_, , ,很喜欢,4,7,整体,正面
1446,_, , ,满意,13,15,整体,正面
1447,包装,0,2,精美,2,4,包装,正面
1447,天猫直送,5,9,很给力,9,12,物流,正面
1448,_, , ,非常满意,6,10,整体,正面
1449,_, , ,好用,0,2,整体,正面
1450,价格,0,2,便宜,2,4,价格,正面
1451,_, , ,起了脂肪粒,3,8,使用体验,负面
1452,_, , ,很友好,19,22,使用体验,正面
1452,_, , ,非常清爽,8,12,使用体验,正面
1453,赠品,2,4,没有,0,2,价格,负面
1454,_, , ,很好,0,2,整体,正面
1454,_, , ,很快,3,5,物流,正面
1455,_, , ,很光滑,23,26,使用体验,正面
1455,_, , ,好推开,11,14,使用体验,正面
1455,_, , ,不卡粉,14,17,使用体验,正面
1456,质量,0,2,挺好的,2,5,整体,正面
1456,_, , ,很好看,7,10,整体,正面
1456,_, , ,挺喜欢的,11,15,整体,正面
1457,_, , ,太差,0,2,整体,负面
1457,_, , ,痘越来越多,11,16,使用体验,负面
1458,_, , ,是正品,0,3,真伪,正面
1458,_, , ,好评,16,18,整体,正面
1458,吸收,9,11,还不错,12,15,使用体验,正面
1458,_, , ,没有激素,4,8,成分,正面
1459,效果,13,15,不错,15,17,功效,正面
1460,_, , ,很满意,32,35,整体,正面
1461,_, , ,很好用,3,6,整体,正面
1461,_, , ,很舒服,9,12,使用体验,正面
1462,包装,5,7,很精致,7,10,包装,正面
1462,_, , ,挺好的,35,38,整体,正面
1463,_, , ,不错,15,17,整体,正面
1463,价格,18,20,便宜,20,22,价格,正面
1463,服务态度,25,29,很好,29,31,服务,正面
1464,价格,0,2,很好,2,4,价格,正面
1464,_, , ,很棒了,19,22,整体,正面
1465,味道,12,14,淡淡的,5,8,气味,正面
1465,_, , ,挺好用的,21,25,整体,正面
1465,_, , ,不辣眼睛,16,20,使用体验,正面
1466,服务态度,0,4,很好,4,6,服务,正面
1466,_, , ,很好用,16,19,整体,正面
1467,去油效果,7,11,很好,11,13,功效,正面
1467,_, , ,是正品,28,31,整体,正面
1468,物流,0,2,快,2,3,物流,正面
1468,价格,4,6,便宜,6,8,价格,正面
1468,_, , ,滋润,20,22,使用体验,正面
1469,_, , ,很不错,7,10,整体,正面
1469,味道,11,13,很好闻,13,16,气味,正面
1469,_, , ,保湿,18,20,功效,正面
1470,_, , ,是正品,0,3,真伪,正面
1471,_, , ,实惠,10,12,价格,正面
1471,_, , ,好用,12,14,整体,正面
1472,_, , ,有效果,5,8,整体,正面
1473,_, , ,炒鸡漂亮,0,4,整体,正面
1473,_, , ,炒鸡喜欢,14,18,整体,正面
1473,价格,21,23,十分划算,23,27,价格,正面
1473,_, , ,很持久,30,33,功效,正面
1473,快递包装,34,38,很好,39,41,物流,正面
1474,_, , ,很好,12,14,整体,正面
1475,_, , ,还行,0,2,整体,正面
1476,_, , ,便宜,11,13,价格,正面
1477,_, , ,很好用,0,3,整体,正面
1478,_, , ,便宜,9,11,价格,正面
1478,活动,15,17,很划算,18,21,价格,正面
1479,贵,1,2,_, , ,价格,正面
1480,味道,11,13,好,14,15,气味,正面
1480,_, , ,很好用,7,10,整体,正面
1481,_, , ,超级划算,9,13,价格,正面
1482,_, , ,不油腻,4,7,使用体验,正面
1482,_, , ,很实惠,0,3,价格,正面
1483,_, , ,很清爽,6,9,使用体验,正面
1483,_, , ,很喜欢,13,16,整体,正面
1484,味道,0,2,有点刺鼻,2,6,气味,负面
1485,礼品,9,11,_, , ,价格,正面
1485,_, , ,真好,2,4,整体,正面
1486,_, , ,好用,0,2,整体,正面
1487,物流,28,30,很快,31,33,整体,正面
1487,_, , ,好评,34,36,整体,正面
1488,_, , ,超好用,5,8,整体,正面
1489,_, , ,还好,14,16,整体,正面
1490,味道,3,5,淡淡的,0,3,气味,正面
1490,味道,3,5,很好闻,6,9,气味,正面
1490,_, , ,很好用,10,13,整体,正面
1491,物流,0,2,很快,2,4,物流,正面
1491,_, , ,很满意,15,18,物流,正面
1492,不油腻,0,3,_, , ,功效,正面
1492,_, , ,没有失望,19,23,整体,正面
1493,_, , ,不好用,0,3,整体,负面
1494,_, , ,一般般,0,3,整体,中性
1494,_, , ,沾粉比较难,4,9,功效,负面
1495,包装,0,2,完好,2,4,包装,正面
1496,效果,0,2,不明显,2,5,功效,负面
1497,吸收情况,13,17,非常好吸收,18,23,功效,正面
1498,包装,0,2,很简陋,2,5,包装,负面
1498,_, , ,没用,7,9,整体,负面
1499,_, , ,挺好的,5,8,整体,正面
1500,_, , ,很滋润,20,23,使用体验,正面
1500,保湿效果,26,30,好,30,31,功效,正面
1501,_, , ,好用,4,6,整体,正面
1501,遮瑕力度,14,18,不错,18,20,功效,正面
1501,_, , ,很好,23,25,整体,正面
1502,_, , ,不腻,12,14,使用体验,正面
1503,_, , ,好评,40,42,整体,正面
1503,_, , ,不错,2,4,整体,正面
1504,_, , ,很小巧,0,3,尺寸,正面
1505,_, , ,不好用,0,3,整体,负面
1506,_, , ,比较油腻,10,14,使用体验,负面
1507,_, , ,还行,11,13,整体,正面
1507,味道,15,17,一般,17,19,气味,中性
1508,_, , ,很好,10,12,整体,正面
1509,_, , ,开心,23,25,整体,正面
1510,_, , ,温和,37,39,使用体验,正面
1510,_, , ,喜欢,41,43,整体,正面
1510,_, , ,不错,46,48,整体,正面
1511,_, , ,是正品,2,5,真伪,正面
1512,_, , ,挺好的,0,3,整体,正面
1513,_, , ,一点都不好用,11,17,整体,负面
1513,_, , ,不好上色,19,23,功效,负面
1513,_, , ,成泥,26,28,使用体验,负面
1513,_, , ,差评,42,44,整体,负面
1513,_, , ,小,1,2,尺寸,负面
1514,_, , ,很是划算,3,7,价格,正面
1515,_, , ,垃圾货,0,3,整体,负面
1515,_, , ,一点都不好用,4,10,整体,负面
1515,_, , ,过敏,21,23,使用体验,负面
1516,刀片,0,2,很盾,2,4,其他,负面
1517,_, , ,挺好用的,0,4,整体,正面
1518,_, , ,不错,0,2,整体,正面
1518,_, , ,防水,4,6,功效,正面
1519,_, , ,很满意,9,12,整体,正面
1520,_, , ,很喜欢,2,5,整体,正面
1521,_, , ,很好,0,2,整体,正面
1522,_, , ,超级水润,0,4,使用体验,正面
1523,清洁效果,0,4,好,4,5,功效,正面
1524,_, , ,确实适合,9,13,整体,正面
1525,_, , ,一般,5,7,整体,中性
1526,快递,0,2,很慢,2,4,物流,负面
1526,_, , ,坏了,8,10,其他,负面
1527,_, , ,假货,0,2,真伪,负面
1528,_, , ,好用,24,26,整体,正面
1528,_, , ,滋润,27,29,使用体验,正面
1529,包装,0,2,严实,2,4,包装,正面
1529,物流,5,7,快,7,8,物流,正面
1530,包装,0,2,太次,2,4,包装,负面
1530,_, , ,漏水,12,14,包装,负面
1530,_, , ,破了,10,12,包装,负面
1531,_, , ,很舒服,6,9,整体,正面
1532,_, , ,很不错,2,5,整体,正面
1532,_, , ,不刺激,14,17,使用体验,正面
1532,收缩毛孔效果,18,24,真心好,24,27,功效,正面
1533,颜色,3,5,漂亮实用,5,9,功效,正面
1533,_, , ,很好用,0,3,整体,正面
1534,_, , ,非常好用,0,4,整体,正面
1534,_, , ,细腻,11,13,使用体验,正面
1534,_, , ,白皙,13,15,功效,正面
1534,味道,18,20,特别好闻,20,24,气味,正面
1535,_, , ,是正品,20,23,真伪,正面
1536,_, , ,很棒,0,2,整体,正面
1536,_, , ,很香,3,5,气味,正面
1536,_, , ,很好闻,6,9,气味,正面
1536,_, , ,不油腻,11,14,使用体验,正面
1536,_, , ,很顺滑,17,20,使用体验,正面
1537,_, , ,很nice,0,5,整体,正面
1538,活动,1,3,很划算,6,9,价格,正面
1538,_, , ,很好用,35,38,整体,正面
1539,_, , ,很温和,3,6,使用体验,正面
1539,_, , ,很清爽,9,12,使用体验,正面
1539,_, , ,不紧绷,13,16,使用体验,正面
1539,_, , ,很划算,21,24,价格,正面
1540,客服,0,2,很有耐心,3,7,服务,正面
1540,_, , ,好评,17,19,服务,正面
1541,_, , ,好用,20,22,整体,正面
1542,_, , ,便宜,5,7,价格,正面
1542,_, , ,隐形毛孔,0,4,功效,正面
1542,_, , ,很好,13,15,整体,正面
