id,Reviews
2859,面膜收到啦，不错呦，挺划算的，比实体店便宜好多，下次还会光顾
2860,好，一直在用
2861,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉
2862,不错 没想到过了几分钟买还能赶上额外送
2863,洗面奶超级耐用
2864,不漏粉，质感很好，推荐入手
2865,还没有用，希望好用，**快递真的好快，上午买的，下午就到了?
2866,感觉挺好的，泡沫细腻，很容易出泡沫，用了之后痘痘确实有改善！！喜欢nice
2867,用着比光感***更清爽，更适合油皮，肤感好
2868,用后感觉很舒爽，618活动购买的，很划算
2869,到账速度快
2870,正品，超级好用，下次还来，性价比也高
2871,很划算，之前用过***的补水面膜，感觉实惠又好用，挺好的
2872,很好很喜欢
2873,还不错，我用了很久了
2874,物美价廉，快递给力。味道淡淡的清香。挺好用的，泡沫细腻，不紧绷。趁着活动囤货。
2875,很温和的一款卸妆水 按压式出水 这个设计真的好方便 还送了卸妆棉 很贴心 下次还会购买
2876,买着屯起来，准备怀孕了用的，瓶子小小的，感觉不经用，有些小贵啊
2877,很好用的一款面膜，妈妈很喜欢，?(???&thinsp
2878,拿来做指甲油晕染的 不错
2879,还没用，送了面膜，包装还不错，忘记拍照了，物流还蛮快
2880,不好，太不好了
2881,太温和了，感觉洗的滑滑的，没什么效果
2882,赠品很好，补水美白，好好好
2883,好用用完了皮肤qq弹
2884,没抢到加赠的精华，物流还是很快的，精华比较水润适合夏天使用，美白效果等用完两瓶再看
2885,很好，朋友推荐的，和实体店一样，保湿不错，价格合适，下次还会光临的
2886,宝贝收到啦，喜了两次效果真的不错哟，脸上也不有了疙瘩也少了洗完之后脸非常的细腻，光滑，太棒了。
2887,常看兔子直播但是没买过东西，这一次买了很多，真是是太棒了。
2888,货己收到，物流很快，还没用，暂不作评价。
2889,很香，很棒，卖家也很耐心的给我解决问题
2890,宝贝收到，一直在用，已经用了一年多了，喜欢这款。
2891,质量超乎意料的好！好评！赞赞赞赞赞
2892,很好用，适合我的肤质。
2893,快递太给力了，晚上下的单，早上就到了，还送了2瓶小的卸妆水，可以出行方便携带啦，用了好用再来评价吧。
2894,宝贝收到，质量很好，很好用，非常喜欢，满分好评！
2895,物流很快，上妆细腻持久
2896,很好用，这款包装比较好携带
2897,味道特别大，物流特别慢。
2898,我用了三年的这牌子的粉底液了，一直在****买，值得信赖，和装柜一样的是正品，没有浮粉，保湿
2899,送货速度快，昨天下单，今天就到了，期待用得好，在手上试了一下，感觉还好。
2900,帮妈妈买的，配套****产品使用，618活动再用购物津贴，购入价格比较便宜
2901,太差了 真是无语 地址都说改不了，改不了就算了货送到了电话不打就算了还个短信都不会发吗， 都什么人嘛，
2902,一般般哦哦。。
2903,多次购买！好评！
2904,洗面奶收到了，温和不刺激，泡沫细腻，洗的很干净
2905,刀不是很快，都挂红了眉毛
2906,挺好的，面膜很服帖
2907,很喜欢这个粉质，控油满分，特别喜欢，这个色号也很适合我。
2908,可以
2909,不错，便宜实惠，东西还好，真的是超值
2910,还没填使用  默认好评吧 大品牌值得信赖
2911,稀稀的，没有泡沫
2912,持久情况：持久度超级好
2913,就是运费挺高的应该免运费就好了
2914,是正品，用着很舒服
2915,不错啊你们的东西很喜欢这个链接转链接转链接转链接
2916,***用了二十几年了，节日活动优惠超级划算，非常满意！
2917,飞粉，根本用不了，配色也没有那么玄乎，又不能退，总之差评。慎重下单，贵还是有贵的道理的
2918,很好用，清爽不油腻，价格还便宜
2919,不错，我们都很喜欢哈，下次还会继续购买噢，继续使用哈。
2920,***品牌一直在用感觉挺好的。
2921,还可以，实惠
2922,面膜是正品，真正的物美价廉，物流给力快递小哥服务态度很好。点赞！需要的请赶快入手啦！
2923,不错呢，快递超级给力，期待效果中&hellip
2924,我是他家老顾客东西特别好，看看这睫毛膏棒棒哒
2925,每次都在**上购买，是正品，而且还特好用，支持者
2926,一直在用，很好用
2927,物流挺快的哈
2928,感觉没什么好
2929,比专柜还便宜多了 还送了卸妆水
2930,价格不贵，含量比较少，应该还不错挺好的
2931,收到迫不及待用下，洗了脸上光光滑滑的！不错
2932,痘痘肌的我用了也不油腻 很清爽好吸收 锁骨大大推荐的必须入
2933,比较厚，因为有镜子的关系，下面不耐装，但是就是图个小巧可爱，蛮好的
2934,超级无语嘿
2935,****推荐的熬夜霜，柔润不腻，送的同系列正装洁面也是hin好用！
2936,看了**来的。果然不错 油皮的救星 非常不错哟
2937,应该是正品，要是多有点活动就好了
2938,话不多说，回购五次了，物美价廉
2939,本人这家的vip会员，冲着女神节活动力度大，再入手一套，自己买还推荐给同事买了两套，东西是正品，不用怀疑。长期使用，补水提靓效果很好，喜欢的不要犹豫！
2940,不错，不油腻
2941,物流很快，宝贝很好，性价比超高，一次愉快的购物经历，赞👍
2942,补水效果不错，价格也实惠，做活动还会买
2943,真的很舒服，大品牌就是好
2944,第二次买了，一直都再使用，效果很好，坚持使用完了再来
2945,以前买过，很好用，这次又买了，信赖**！送货快
2946,一直都在用这个牌子，感觉很好用，价格亲民，上妆效果很好
2947,逢六一，搞活动，买了面膜，保持天天美美哒。
2948,质地很轻簿，吸收也快，效果暂时没看到
2949,这个除螨的特别好用，洗脸特别干净
2950,非常棒的一次购物，给我老婆大人买的，关键是老婆大人很满意！
2951,超级好用，活动很划算
2952,吸收情况：宝贝不错呦，还在犹豫的小伙伴赶紧加购吧，整整一箱呢，46片，夏天补水最好啦
2953,洗面奶用了洗的很干净，温和不刺激，洗过后有一种清爽的感觉，很洁净，确实是很好
2954,三八节搞活动，很合适，用过了之后感觉还不错！
2955,宝贝很好用，客服也很细心的给我说明怎么用好，下次还会在继续买来用的，女人嘛就要对自己好点
2956,滋润及保湿：滋润，味道淡且好闻，618活动也给力，送的小样也是瓶装的，实用便携。
2957,礼盒很精美，以为买了很多，其实收到也就一点点，赠品很丰富
2958,很好用就是太贵了，这天气可以再过一久使用，要不然有点干
2959,实体店用了之后觉得很好用，所以决定网购，的确也不错，价格也可以，五一剁手还送一些，好评
2960,还没有用，听朋友介绍下单的！期待好的效果！特别实惠这次买的！物流太给力了！
2961,挺厉害的，看我眉毛就知道了👍
2962,味道有股很浓的香精味吧，不知如何形容那个味，反正挺刺鼻的
2963,感觉挺好的嘿嘿
2964,宝贝很好。很喜欢&hellip;送女朋友的&hellip;她试过了&hellip;挺好的&hellip;喜欢
2965,质量一点也不好！也不持久。还说什么和大品牌一样。买了简直后悔！
2966,很喜欢，原来不相信这个东西很有用。这个还真的有用
2967,不怎么样 不太喜欢
2968,不刺激，一年四季都能用的，效果还不明确
2969,该商家卖的全是假货，用了几天就不敢用了，刺激皮肤而且这次买的商品盒里说明书都没有一张，晕了
2970,一点用没有，还松动的不得了
2971,太干了。下次不会再买了。就这样
2972,给女朋友买的，很好，很喜欢，希望效果也好?
2973,收到了宝贝蛮精致的，好用，老喜欢了呢！
2974,假的，不好用
2975,非常的不错，送的东西也很多，有淡淡的清香
2976,一次性买了好几种，还可以吧，补水还行
2977,很好的宝贝喜欢，用了好的话会来第二次，遗传的腿毛多，这个弄很干净
2978,送给男盆友妈妈的，感觉不错，阿姨很喜欢
2979,商品很满意！很喜欢！价格不贵！快递很快
2980,洗面奶很好用，洗完脸挺清爽的，不油腻，很好
2981,物流太差了，收到包装都有破损，居然刀片还那样，我也是醉了。我知道了便宜没好货啊！好评全靠刷
2982,大家都说挺好的，买了三单，送了化妆盒，还没试，试完再追评。
2983,适合肤质： 很喜欢 很适合油性皮肤 真的很不错的一款 值得推荐 油性皮肤的福音
2984,控油能力不是很强
2985,感觉没以前的好用了
2986,包装受损，还没用呢，是真的，用后再给追评
2987,好用，服务态度好
2988,这个品牌我用了10年了这次购买不是正品
2989,混油为了晚上油油润润的入睡买了滋润结果发成了清爽版 不过也还好 哑光感 保湿还算ok
2990,补水效果很好，没有不适反应，值得拥有！
2991,东西收到了，一般般
2992,用了一次，没啥感觉也不觉得润，跟没用过一样，但客服说要至少半个月才有效，也没过敏我就试试吧。但是物流是真给力的
2993,买给妈妈的 她是油皮 之前用过 持妆能力还行吧
2994,这是回购的，用着很不错，水乳用的也是***，真的挺好。
2995,很好用，一直都用***的护肤品，直营的质量放心！
2996,还不错，用后挺清爽的
2997,刚收到货 还没用开始味道还好 到时在评论
2998,挺好  一直在用的。
2999,空气霜我用了三瓶了，特别舒服，不油腻（对得起这个名字）
3000,假货假货假货，大家不要被骗了，
3001,刚收到货。还没用。感觉看起来 还不错。 客服茜茜挺好的。很好说话。
3002,很好用，不会刺激毛孔变大，回购！！！
3003,真心划算，据说是挺不错的！可以试用一下哈
3004,用完之后才知道里面含有滑石粉
3005,一直都是用它，便宜又好用！
3006,还可以哦  期待美美哒
3007,很好用特别好用很喜欢
3008,洗面奶洗得很干净，泡沫柔和，不油腻，洗之后不紧绷，价格实惠，会一直用下去的。
3009,上妆效果：适合新手， 持久情况：蛮久的，流汗也没脱 整体描述：颜色方面都很好看 
3010,收到了 面膜很好用 一直用这个，还会回够 谢谢
3011,刚刚买的，包装的好差劲，直接用袋子装的，期待效果如何？
3012,没有收到快递，卖家还不沟通协商好
3013,不错的面膜，还是买一赠一，用完还会再来购买！！！不错的一次购物！！
3014,没收到货，快递送了没有
3015,刚买回来就断了，而且芯也太短了吧
3016,还没有用呢，等用了在来告诉大家吧，看上去挺好的，买一送一个，物流也很快额。
3017,连续用了几年这个面膜了很好.........
3018,用着还不错，推荐给了朋友，物流也超快！！满意！！
3019,中午拿回来忙完就用了一片，个人感觉不错。
3020,很好用，家里人都用***，已经习惯，感觉还不错，挺适合自己的。
3021,给差评是因为我不知道是什么鸟快递公司，把包裹放在了另一个世界去了，转了几个大圈圈去取，缺德的快递
3022,面膜很好用，水分充足！
3023,再次购买了，活动比较划算，赶在前几名送了点小东西
3024,很喜欢用这款面膜，个人比较喜欢这个味道，比较划算，。
3025,宝贝收到了，效果很好，没有副作用，价格不贵，很满意
3026,好评，洗得干净不紧绷，好闻的海洋清新味~
3027,这个是老婆用了很久的，一直在买一直在囤，很好用，大牌就是不一样，值得推荐！
3028,挺便宜的卖家还送了囎品
3029,控油效果不错
3030,非常好用
3031,很不错
3032,活动买的很划算，买过几次了，都挺好的
3033,佩服**的速度，早晨定晚上就收到了，还没用，不知道效果如何，用了在评论。
3034,妈呀，这个撕下来太痛了，皮都要被撕掉了&hellip;&hellip;之前我在别家买的撕下来没有这个痛的
3035,挺好的呀呀呀呀呀呀呀呀呀呀呀呀
3036,一直信赖的东东，补水保湿效果特别好。
3037,挺不错的  敏感肌终于找到合适的洗面奶了
3038,很好，
3039,非常好！一直在用这个牌子！
3040,一点也不好，扔了
3041,质量一般，小境两元，快递五元！
3042,不错，买了红色的实在啊太锋利了，还是蓝色好用，好用好用好用
3043,比较划算
3044,好不好用另说，就是便宜
3045,很好用，懒得放图
3046,**上买了日常补水，用用还不错，性价比很高
3047,很好，很喜欢，我是大油皮，吸收的很快，而且也不油腻
3048,第一次网购化妆品，还可以。
3049,很好用 有提亮肤色的作用
3050,很控油持妆
3051,一点都不好  容易掉色  而且没搞懂是什么
3052,很好用，第一次用，均匀肤色，好用。
3053,防水而且不脱妆 颜色没误差 留色度很长久 还很实用 很满意 以后会回购的
3054,感觉不怎么样诶，但是这个价钱挺好的
3055,趁着活动囤两只，超级划算的，这在外面店子是买不到的，包装好看，品牌就是不一样
3056,小小一瓶，一直想找这种有均匀肤色的隔离，霜状的很好推开，效果不错。
3057,产品挺好，媳妇一致用的牌子，物流很快，第二天送达，价格实惠。
3058,一直在用的，喜欢
3059,用了几天，是正品，挺好的，大瓶装
3060,老妈中性皮肤，用着她说挺好的～
3061,有一点泛白 使用效果还可以 油皮用也不会很油 上妆不是很服帖
3062,这次做活动买的，超级实惠哦
3063,气垫霜还不错，很喜欢的。
3064,和实体店买的不一样，感觉像假的，脸用完起好多包
3065,哦豁！很好用！很喜欢，很容易推开不油腻，而且遮瑕效果还不错，很自然！
3066,货收到啦，是正品谢谢卖家送的面膜
3067,非常好用，提亮效果明显，不卡粉，特别服帖，值得拥有
3068,朋友推荐的，说用着不错。自己使用感觉很轻薄，目前还没看出来晒黑。洗的时候要洗干净。
3069,完美！超划算！会回购的！
3070,滋润及保湿：味道好闻
3071,用了几天了，还可以。
3072,特别说明：活动买的很划算。这么多真的好实惠啊。哈哈。
3073,非常好，一直用这个牌子的隔离，超级好
3074,脸越洗越油，感觉像乳液，一点泡泡都没有！以为十年老店应该不会差，感觉买了一堆垃圾
3075,还行  就是稍不容易就断了
3076,发货很快，有质检报告和质保书，**果然让人省心，送去检测通过，省时省力，就等拨款采购，后面继续合作！
3077,还好吧  就那样
3078,没用就坏了
3079,挺好的期待祛斑效果
3080,物流很快，第二天就到了，用了几次，水挺清爽的，不知道适不适合长痘的油皮用，适合会回购
3081,发货快，包装好看，满意！
3082,混油皮的救星，清爽不油腻
3083,很好用，使用无刺激，物流很快
3084,活动买最合适，之前用过，特别好
3085,还好吧，朋友推荐
3086,太臭，敷完洗脸毛巾都不能用了
3087,质量不好
3088,不错 👌持久
3089,双十一买的，便宜了不少呢，一直都在用这个牌子的面膜，很好用，非常喜欢
3090,很不错，用起来也方便
3091,很不错呢，很贴肤细腻
3092,不错，挺温和的一款洗面奶，我一直都在用这个牌子的！
3093,柔顺头发，效果挺好的，挺喜欢这个香味的，第二次买这个牌子的精油了
3094,一点都没有遮暇效果，反正只能说不过敏吧
3095,不着色，刷很多才有点反应
3096,支持**买的。惊讶的是速度，上午下单，下午送到。
3097,使用感很好 不泛白 六七个小时也没有拔干的情况 不错 618价格真的很实惠
3098,隔离很好用，紫色很适合我的皮肤。
3099,第一次用，上次送了小样感觉不错这一次就买的正裝，用以后再评价
3100,今天用了一下，肤感很好，不搓泥不油腻也不假白
3101,使用效果很不明显，还有客服一直打电话叫我好评，非要骚扰我，已经严重影响了我的生活
3102,之前用了试用装，感觉不错，保湿力度好，不油腻，比***清爽，容易推开，适合夏天用。另外物流真的很快。
3103,一直使用，质量保证
3104,第一次在网上买，比店里买的便宜，精华液很足，刚使用皮肤有点刺激感，适应后就好多了，也没感到什么不适感，用完再来。
3105,东西不错很喜欢
3106,上妆效果：上妆效果很好，也不油腻，但是刚开始的时候是有点干，涂完之后会好一些 持久情况：上妆后很持久，比之前用的bb持久多了，爱上了
3107,囤货！回购很多次了，好用
3108,挺好的，一直用的这个牌子的，物流也挺快的
3109,不想说话了  质量还是比较差
3110,不错多次购买了
3111,好用！又买一瓶，清爽好吸收
3112,泡泡细腻，洗得干净又不干燥，挺滋润的。柔和，味道清淡。不错，正品
3113,给妈妈买的，妈妈觉得还不错 送了挺多小样
3114,物流很快服务态度很好
3115,滋润及保湿：很好，妈妈很喜欢。
3116,很好用，一直用这款洗面奶，洗的很干净，不紧绷
3117,很不错了越做越好了呢感觉
3118,挺好的，便宜实惠，正好遇上做活动流存了好多货，东东也不错，以后还会继续回购的。
3119,这次的包装有点瑕疵，瓶盖磕了一块。按说应该是完好无损的，前几次购买都没有问题的。
3120,特别容易断
3121,用起来非常不错，有点淡淡的清香，很好用，满意
3122,特别特别难用。指甲油 希的不能在稀。 涂多了就厚。不容易干。最差劲
3123,不是很喜欢这款，味道不好闻。
3124,好用，还送了赠品
3125,盒子破了
3126,我的皮肤比较油和起痘，这个面膜之前在同事那用过几片，简直好用爆了，看到有活动果断买了
3127,挺好的 也不油腻 成膜快 希望出去玩也能防晒效果好一点
3128,面膜收到了，东西很好，下次还会再来，祝老板生意兴隆，大家喜欢的可以买，是正品
3129,第一次买 试用了一下 有提亮的效果 擦上去蛮白的
3130,发货非常快，服务好描述相符非常好，下次还会光顾
3131,用啦一片还行吧补水我之前有买过这个牌子的面膜好像和这个不太一样！用用看吧不行的话换别的买吧?
3132,洗面奶很温和不刺激，洗得很干净，一整天脸都很清爽。
3133,好用，不怎么脱妆，持妆效果不错
3134,买回来有46片，超划算
3135,面膜第一次用感觉没有多大效果，，继续使用看看，，稍后再来评论，
3136,昨天晚上买的  中午就到了  很快
3137,东西不错
3138,买过试用，很好用，不油腻好吸收。赶上活动囤一个。
3139,可以 囤着
3140,物流挺快的
3141,第一天用过之后脸好干，不想再用了！而且快递也很差劲，我打了三次电话都不接，也没有回过来，都不敢确认到底有没有送到
3142,活动比购，很好用，坚持就是胜利
3143,宝贝非常好我非常满意
3144,比店里的便宜
3145,喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！
3146,没什么感觉
3147,妈妈说好用，很喜欢，我之前要买嫌贵还不让我买，便宜了一点点😊赶紧下手
3148,宝贝还不错
3149,用了不油，保湿效果不错～会回购。
3150,使用效果：用后感觉清爽许多，不油腻了，泡沫很足 整体描述：瓶子有点难用，将就着用了
3151,洗面奶柔和多泡，洗完脸上保湿不干，很喜欢
3152,一如既往的在**商城买宝贝，质量有保证的同时，到货速度就是快?
3153,东西很好，不错的卖家，值得大家购买。
3154,洗面奶质地温和，洗完脸后非常清爽不紧绷，之前脸上的痘痘也明显改善了，准备一直用下去。
3155,保湿补水，很信赖满意。只要用一次，相信你会爱上它的。
3156,还好吧。感觉保湿不是那么好
3157,套装的几个颜色混搭涂也还不错  夏天看起来比较清新  很小一瓶 性价比一般 颜色倒是挺正的
3158,里面每一片都是生锈的，是因为它只要2块3所以可以这样做吗？钱不是天上掉下来的吧
3159,找客服问一下到货了还能不能改地址问半天都没有人回复 能改不能改也得说一声吧 信息已读也不回 客服太差了
3160,非常好用适合自己的色号不会有假白脸的感觉
3161,整整48片面膜，很实惠的套装，比其他的网站要便宜很多！
3162,正是我想要的效果，擦脸上很自然的颜色
3163,挺遮瑕的，也比较适合黄皮
3164,滋润及保湿：还好吧 618买的很实惠 买了2瓶 送的小样相当于花两份的钱买了四份 挺滋润的 祛斑得坚持用看看
3165,用了乳液之后脸泛油光，水还行
3166,已经用了，挺好用的
3167,宝贝不错是正品~我用了两贴，面膜很薄，不错想要的亲人们赶紧买~😘😘
3168,物流非常快，刚收到面膜，看包装不错，期待好用！后续评价
3169,超级好用！不知道含不含有酒精，但是我这个敏感肌用的没过敏，并且感觉脸上很水润
3170,东西很好，我喜欢这种香香的味道，感觉很滋润不干，种草种草? ? 而且变白了，适合我这种懒人
3171,非常清爽，特别适合夏天，敏感肌福音很喜欢的一个牌子
3172,挺不错的，能搓下来角质
3173,不错是正品值得购买！
3174,还是很快油的头发
3175,总体感觉不错。用这个卸妆不会去痘痘也不会过敏，比较适合我这体质，价格也不贵，用完可以再考虑再买。
3176,买了n多，超级多，多到自己开心到爆炸。
3177,洗的挺干净的，清清爽爽不油腻，估计不会出痘痘了
3178,一直用这款，挺好用的，送了两片面膜，两个小样卸妆水。
3179,朋友买的给我用了一下，觉得挺好的自己也买了一份，快递也很给力，第二天就到了
3180,还没用。不知道是不是正品。不过在在专柜买的挺好用的
3181,这款气垫cc真不错的，很接近肤色，不是特别油，有淡淡得香味，太超值了，买一个送两个，这些能用好长时间
3182,使用感很不错，非常适合夏天用。很清爽，不过用起来挺快的
3183,持久情况：持妆效果好 适合肤质：油性
3184,给妈妈买的，一直给妈妈用的这款牌子粉底液，特别好用
3185,真是百年给一个差评，过敏了就一直让用芦荟胶，千万别买，碰都不敢碰，半袖都不敢穿，别涂便宜买这个，
3186,洗的干净清透，不紧绷，会回购！
3187,是正品很好用
3188,性价比高，被好评吸引过来，还有赠品，用用再说。
3189,买回来试用了一下。感觉还不错。洗过脸不感觉很干着，以后还会继续用，感觉效果不错！鼻头粉刺在减少
3190,习惯好评，商品好用
3191,用着很舒服
3192,指甲油特别稀 烤过也很难干
3193,适合肤质：女朋友喜欢，虽然有好多。但就是想买
3194,感觉很好吸收，而且夏天用也不会腻，趁着618再次回购呃。
3195,三八节买的，价格其实和平时也差不多，效果还行吧
3196,物流快，节日优惠多多😊
3197,清洁能力：洗完脸滑滑的，很容易清洗干净，和专柜的一样，满意
3198,比商品非常不错性价非常好
3199,朋友推荐的很好用皮肤改善了不少
3200,物流快的哟，昨晚试了下，清洁度很好很清爽，继续使用
3201,第三次买，补水效果杠杠的
3202,皮肤不干，一天清爽
3203,质量不是很好
3204,搞活动买一送一，非常合算，面膜敷好后皮肤润润的，剩余的精华液用来擦手，一点不浪费哈哈
3205,颜色好看 显手白
3206,一下就断完了
3207,用了一次  不油腻，味道也不错
3208,指甲油很好，质地也很轻薄水润，就是物流太慢了
3209,收到昨天就敷了一片  挺补水的
3210,超棒的  我是敏感皮肤  这是一款非常合适的洗面奶 温和 洗后又不绷紧  很喜欢
3211,此款隔离霜真地很好，美白又遮瑕，价格也挺实惠，货真价值。
3212,昨天晚上拍的第二天中午收到的，很快，卸妆液还没用，其他用着还不错，以后用了再来评价
3213,用一次就不利了
3214,物流很快，一直都是用的这个牌子，用着很舒服，很温和，不刺激，这次活动买一送一，好划算的????
3215,第二瓶了，平价又好用
3216,收到了很多，估计会用很长时间，面膜看着差不多，就是基础的保湿补水的效果，日常随便敷没有压力
3217,包装很好，面膜还可以吧！帮老妈买的。
3218,滋润及保湿：不油腻
3219,很愉快的一次购物，是我想要的效果
3220,很满意的一款防晒霜
3221,还行，挺实惠的
3222,很细腻，温和
3223,我只能说不得不佩服**的物流，比顺丰都快，太牛了，上午下单下午就到，厉害，东西很不错，值得购买
3224,补水效果不错，价格合理，快递给力，信赖**。
3225,一次性买了十盒，物美价廉，毛质特别的款，下次团体妆就认准这家了
3226,不错不错，比之前的套盒补水多了。
3227,不刺激，还可以
3228,好用 美白隔离效果很好 肤色暗黄推荐使用
3229,还可以吧！觉得挺补水的，
3230,很清爽，适合油皮和混油皮，保湿补水还可以，夏天用很不错
3231,很好用，上妆效果很好，不脱妆
3232,超级好用，谢谢送的小礼物
3233,一般化，感觉上脸是那种非常干的感觉，不是一般上了散粉的干，
3234,用了评价，遮瑕效果一般，但是挺润的，没有浮粉
3235,质量很好，适合我的皮肤，洗后脸很舒服，满意，用完会回购。
3236,感觉还可以，量很足，卸的也挺干净，价格也实惠
3237,用了几天才来评价，真心不错，值得购买。
3238,太差！卡粉
3239,不好用啊，浮粉，卡粉，粉扑也不好用
3240,化妆的话，这款洗面奶真不敢恭候&hellip;泡沫都没有的，
3241,腮红太丑了
3242,还不错
3243,真的不是我讲，一点都不管用，我不知道哪里来的这么多好评，都在怀疑是不是刷出来的啊
3244,好用好用！！！
3245,这速度快的没话说了，昨天下单，今天早上就拿到，就一点一定给好评
3246,还行吧，用过再来评价
3247,好大一支，很超值。
3248,质量一点都不好，特容易断
3249,第一次用隔离霜，非常喜欢
3250,一直都是用这款洁面乳，挺好用的，活动囤货用
3251,双十一买，客服不合格
3252,效果很不错，还送了很多小东西，好评
3253,问起有股酒精味  有点重  抹开就还好  我皮肤有点脆弱  应该是不能擦了  留起吧  送了面膜和一个小样
3254,味道非常刺鼻
3255,就那样吧不太好用了
3256,回购，之前用的挺舒服的，所以再买一瓶
3257,香香的很好用，温和，洗完脸完全不紧绷
3258,撕不干净
3259,用着不错，可以回购，好好好
3260,收到了，**推荐，还没有开始用，先好评
3261,敷上后无刺激感，无感觉，敷完后确实有出来点东西，但有些出不来，有那么一点点效果吧
3262,不怎么喜欢
3263,物美价廉，货真价实，值得购买，五星好评，强烈推荐&hellip
3264,简简单单没有泡沫给人洗不干净的感觉
3265,赶上优惠买的 喜欢的赶紧买呀 特别好用 贴肤
3266,非常喜欢，用的效果不错，
3267,事先做好补水，每次挤出绿豆大的，双手轻拍到脸上，差不多四次可以全脸用好，感觉还可以，比较轻薄。
3268,色差挺大啊
3269,"不错，挺好用,下次还会在来"
3270,这个和隔离霜是套装吗，用了一次感觉还好
3271,收到打开后瓶口是裂的，根本不敢用，稍微一动瓶口就会坏掉，让人怎么用？联系客服根本不回应，真无语了😓差劲的一次购物
3272,数次回购～～～忠实用户～～这次双十一购了满满一箱～～屯够一年的用量～～～赞一个～～
3273,不是特别显白，适合我这种皮肤黄白黄白的肤质，看起来自然
3274,挺好用，效果很好，遮瑕效果不错，湿润
3275,價廉物美，快捷方便。五星！ 👍
3276,包装挺简单的 还没用 相信会好用的
3277,一分钱一分货，洗不干净
3278,第二次购买了，好用
3279,根本不好用
3280,买来库存的，感觉很不错，慢慢用，家里都很多面膜
3281,很喜欢这款空气霜，很清润，还赠了几瓶金纯面霜，太划算了
3282,我个人认为非常好用
3283,用了几天了，感觉不错哦，店家还送了好多小礼品，谢谢了
3284,满心欢喜的收到了，结果让人大跌眼镜，差，非常差，卸不干净，还是那句话：便宜没好货！
3285,物流快，一直用的***
3286,特别说明：一点都不好，他的芦荟胶都干了根本用不了差评 
3287,一点都不好用，还不如之前我买的旧的用过之后的，白白期待欢喜了一场，一下子买了十盒，后悔
3288,还行吧，毕竟一分钱一分货，挺小的一只
3289,不会假白，显得肤色很好，喜欢
3290,我觉得有点油
3291,整体描述：不好。一点不利。眉毛都刮不干净！ 
3292,我妹妹拼单买了两套用了优惠 券和**购物津贴，价格很划算。好用的，夏天油皮的福音。
3293,可以哦，水份多多
3294,老客户了，一直购买，非常喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢喜欢
3295,第一次用这种除螨洗面奶，非常细腻，没有不良反应，洗完以后非常清爽，喜欢，还送了很多小东西。
3296,宝贝收到了 很好用 洗了之后感觉很舒服 感觉非常好哦
3297,质量太差，下眼皮都是小毛毛，差评
3298,还挺好用，卸的挺干净的
3299,常脉***的化妆品，应该不错
3300,不怎么好刀架口很松  都上不稳  一不小心就掉出来  很容易 受伤的
3301,用了两次，感觉还不错，挺通透的
3302,还可以，用起来挺自然，就是少了点
3303,当日达，到了就打开用了，物有所值吧
3304,一点都不好用，里面一点都没有唇釉，还不是很好上色，并且很容易掉色，不好涂抹，很差
3305,效果不好，没有其他款式的好用
3306,混干 摸着跟水润 抹开后就是哑光了 挺控油
3307,好大一盒，够用好久了，划算
3308,之前用过一次朋友的，感觉不错，这次买来试试，还有送卸妆水?
3309,清洁效果：包装很精致，婆婆一直在用。
3310,乳液有点味道，不太喜欢，但是还好，过得去，没有粉色的那款好
3311,很好，很喜欢。建议购买。我还分了一盒给我妈，我觉得卸妆也挺好的，还有泡沫很多哦
3312,特别好用，建议购买，很喜欢
3313,多次购买了😊
3314,脱得挺干净的，也没有过敏推荐购买
3315,特意用了一段时间才来评价的，质地轻薄比较好推开，非常满意
3316,收到了  用了两次  还不错  洗完感觉很清爽
3317,很好用的，和正品店里买的一样的，我很喜欢。
3318,还可以吧，没用，就是替换少了一个，说是送完了，然后补了十元优惠券，  可以了，物流也挺快
3319,用了还不错，店家还送了两瓶卸妆水也很好哦
3320,特别好用 眼睛肿的时候就靠它撑起双眼皮了！！！
3321,宝贝收到了，活动促销买的，还没用，不知道效果如何，卖家发货比较慢，催了几次才发
3322,和我想要的是一样的，做活动买的，很便宜
3323,包装有点失望，都不敢用，试试效果还可以
3324,发货的速度真的是慢。。。。
3325,价格挺实惠的，用着也很舒服，下次还会来购买的，信赖**，物流速度很快
3326,夏季白天的面霜 保湿不油腻 性价比非常高了 送的***留着秋冬白天用
3327,还没开封就烂了？？？这么假的吗
3328,还可以，送了两个同一款产品。
3329,很清爽，好用！就是用的太快了
3330,特意用眉笔，眼线液和口红做了个实验，卸妆效果一般般，眼线液和眉笔两遍可以卸掉，口红要卸遍，不会回购
3331,用的还不错，朋友介绍的很自然，很香，还有赠品，下次还会购买的
3332,不错，女朋友经常用这个
3333,起泡量属于少的那一种  咱也不知道洗干净没有 味道咱也不喜欢
3334,实货与图片颜色色差很大，难涂，不知道为啥还一个差评都没有，
3335,Duang~我也是一个囤面膜的女孩儿啦。以前用***的面膜都是阔绰~送的赠品，用着炒鸡水润感觉很服帖，我个人是很喜欢***的面膜的。一片不少，小猪配齐!!!今晚就开用hhhh开熏~
3336,颜色完全不一样
3337,现在开始水果都在**上购买了，方便又便宜
