id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
191,_, , ,很好,13,15,整体,正面
191,_, , ,很方便,17,20,整体,正面
191,性价比,21,24,很高,24,26,价格,正面
192,质量,0,2,不错,2,4,整体,正面
192,客服,5,7,很耐心,9,12,服务,正面
192,包装,13,15,无破损,15,18,包装,正面
193,质量,0,2,好,2,3,整体,正面
193,包装,4,6,严实,6,8,包装,正面
193,画面,9,11,清晰,11,13,硬件&性能,正面
194,质量,5,7,很好,7,9,整体,正面
194,_, , ,非常实用,10,14,整体,正面
195,性价比,2,5,太差,5,7,价格,负面
195,软件,26,28,安装不上,29,33,使用场景,负面
196,_, , ,掉价,15,17,价格,负面
197,开机,38,40,开不了,41,44,硬件&性能,负面
197,_, , ,差评,0,2,整体,负面
198,_, , ,很好,2,4,整体,正面
198,_, , ,非常喜欢,6,10,整体,正面
198,客服,11,13,很热心,13,16,服务,正面
198,客服,11,13,很细心,16,19,服务,正面
199,_, , ,降价,10,12,价格,负面
199,质量,28,30,一般,30,32,整体,中性
200,系统,0,2,流畅,2,4,软件&性能,正面
200,_, , ,挺喜欢的,5,9,整体,正面
201,软件字体,8,12,模糊,12,14,使用场景,负面
201,客服态度,15,19,辣鸡,19,21,服务,负面
201,_, , ,垃圾的要命,2,7,整体,负面
202,_, , ,很好用,2,5,整体,正面
202,外观,6,8,大气,8,10,外观,正面
202,运行速度,11,15,快,15,16,硬件&性能,正面
202,_, , ,超值,17,19,价格,正面
203,反应,0,2,好慢,2,4,硬件&性能,负面
203,屏幕,11,13,出格,14,16,硬件&性能,负面
203,_, , ,真的不行,6,10,整体,负面
204,赠品,17,19,没有,15,17,价格,负面
205,售后,2,4,真的是让人无语,4,11,服务,负面
206,质量,3,5,可靠,5,7,整体,正面
206,运行速度,8,12,很快,12,14,硬件&性能,正面
206,外观,15,17,完好,17,19,外观,正面
206,价格,20,22,实惠,22,24,价格,正面
207,_, , ,nice,0,4,整体,正面
208,质量,16,18,不敢恭维,20,24,整体,负面
209,_, , ,很不错,19,22,整体,正面
209,_, , ,顺畅,23,25,硬件&性能,正面
209,外观,26,28,很漂亮,28,31,外观,正面
209,价格,32,34,很美丽,34,37,价格,正面
210,声音,25,27,挺大的,28,31,硬件&性能,负面
210,_, , ,很一般,21,24,整体,中性
211,物流,12,14,挺慢的,14,17,物流,负面
211,音质,18,20,不太要,28,31,硬件&性能,负面
211,_, , ,有沙沙的声音,34,40,硬件&性能,负面
212,_, , ,很烫,4,6,硬件&性能,负面
213,包装,0,2,很严实,3,6,包装,正面
213,质量,7,9,还可以,9,12,整体,正面
213,_, , ,挺方便携带,14,19,外观,正面
214,_, , ,很流畅,8,11,硬件&性能,正面
214,_, , ,很喜欢,14,17,整体,正面
214,_, , ,价廉物美,18,22,价格,正面
214,_, , ,超值,23,25,价格,正面
215,鼠标,6,8,没有,15,17,硬件&性能,负面
215,鼠标垫,8,11,没有,15,17,包装,负面
215,电脑包,11,14,没有,15,17,包装,负面
216,性价比,6,9,很高,9,11,价格,正面
216,性能,12,14,好,14,15,硬件&性能,正面
216,玩游戏,16,19,可以,22,24,使用场景,正面
216,办公,19,21,可以,22,24,使用场景,正面
216,_, , ,很值,25,27,价格,正面
217,_, , ,不卡,0,2,硬件&性能,正面
217,运行,3,5,很流畅,5,8,硬件&性能,正面
217,音质,9,11,很不错,12,15,硬件&性能,正面
218,包,18,19,没有,20,22,包装,负面
219,_, , ,到的很快,3,7,物流,正面
219,物流,8,10,很给力,11,14,物流,正面
219,_, , ,不卡,18,20,硬件&性能,正面
219,上网速度,21,25,很快,25,27,使用场景,正面
219,小礼品,31,34,_, , ,价格,正面
220,开机,8,10,很快,14,16,硬件&性能,正面
220,显卡,21,23,不错,27,29,硬件&性能,正面
220,CPU,23,26,不错,27,29,硬件&性能,正面
221,_, , ,是正品,6,9,真伪,正面
221,运行速度,15,19,快,19,20,硬件&性能,正面
221,外观,10,12,好看,12,14,外观,正面
222,外观材质,0,4,不错,5,7,外观,正面
223,_, , ,挺好的,0,3,整体,正面
223,运行速度,4,8,不错,8,10,硬件&性能,正面
223,画面质感,14,18,很好,19,21,硬件&性能,正面
223,_, , ,很满意,22,25,整体,正面
224,价格,0,2,实惠,2,4,价格,正面
224,运行速度,5,9,快,9,10,硬件&性能,正面
224,_, , ,满意,11,13,整体,正面
225,质量,2,4,很好,4,6,整体,正面
225,_, , ,非常喜欢,8,12,整体,正面
226,外型,7,9,很酷,9,11,外观,正面
226,物流,20,22,也快,22,24,物流,正面
227,摄影后期处理,13,19,刚好用,19,22,使用场景,正面
227,_, , ,轻巧便携,23,27,外观,正面
227,屏幕,38,40,清晰,40,42,硬件&性能,正面
227,_, , ,好评,51,53,整体,正面
228,_, , ,还可以,0,3,整体,正面
228,_, , ,是正品,14,17,真伪,正面
229,质量,6,8,杠杠的好,8,12,整体,正面
229,安装,13,15,很方便,17,20,其他,正面
229,_, , ,一点也复杂,21,26,其他,正面
229,使用,27,29,特别棒,31,34,使用场景,正面
229,_, , ,很满意,35,38,整体,正面
230,_, , ,好用,0,2,整体,正面
230,性价比,3,6,最高,8,10,价格,正面
231,外观,0,2,很时尚,2,5,外观,正面
232,发货,0,2,很及时,2,5,物流,正面
232,_, , ,很好用,8,11,整体,正面
233,_, , ,还不错,2,5,整体,正面
233,_, , ,好评,8,10,整体,正面
234,_, , ,超薄,0,2,外观,正面
234,_, , ,特别方便,7,11,外观,正面
234,外观,12,14,小巧好看,14,18,外观,正面
234,_, , ,不卡,22,24,硬件&性能,正面
234,_, , ,很不错,25,28,整体,正面
235,客服,0,2,很冷漠,2,5,服务,负面
236,_, , ,非常好,7,10,整体,正面
236,速度,11,13,流畅,13,15,硬件&性能,正面
236,质感,16,18,很好,18,20,外观,正面
237,性价比,6,9,很高,9,11,价格,正面
238,外观,0,2,轻巧超薄,2,6,外观,正面
238,外观,0,2,时尚大方,7,11,外观,正面
238,携带,12,14,方便,14,16,外观,正面
238,上网速度,17,21,快,21,22,使用场景,正面
238,_, , ,不卡机,23,26,硬件&性能,正面
239,_, , ,非常好,0,3,整体,正面
239,_, , ,薄,13,14,外观,正面
239,性价比,17,20,没的说,20,23,价格,正面
239,_, , ,好评,24,26,整体,正面
240,_, , ,太棒了,10,13,整体,正面
240,办公,14,16,特别666,18,23,使用场景,正面
240,上网,16,18,特别666,18,23,使用场景,正面
240,外观,27,29,特别简洁时尚,30,36,外观,正面
240,_, , ,太值了,41,44,价格,正面
241,wps,16,19,是卡的,21,24,软件&性能,负面
242,_, , ,很棒,7,9,整体,正面
242,性价比,10,13,很高,13,15,价格,正面
243,_, , ,机都开不了,18,23,硬件&性能,负面
243,_, , ,卡成狗,39,42,硬件&性能,负面
243,_, , ,自动关机,49,53,硬件&性能,负面
244,_, , ,很不错,2,5,整体,正面
244,_, , ,没有感觉太热,28,34,硬件&性能,正面
245,性价比,0,3,非常高,3,6,价格,正面
245,颜值,12,14,很好,18,20,外观,正面
245,配置,15,17,很好,18,20,硬件&性能,正面
245,_, , ,很满意,29,32,整体,正面
246,内存,6,8,大,8,9,硬件&性能,正面
246,运行,10,12,很流畅,12,15,硬件&性能,正面
246,显示,16,18,清晰,18,20,硬件&性能,正面
246,_, , ,非常满意,21,25,整体,正面
247,_, , ,好,5,6,整体,正面
247,_, , ,快到特爽,14,18,硬件&性能,正面
248,_, , ,很满意,3,6,整体,正面
248,_, , ,很不错,6,9,整体,正面
248,玩游戏,10,13,一点也不卡顿,13,19,使用场景,正面
248,操作,19,21,流畅,21,23,使用场景,正面
248,款式,23,25,很好看,26,29,外观,正面
248,_, , ,薄款,30,32,外观,正面
248,携带,33,35,方便,36,38,外观,正面
248,_, , ,很喜欢,40,43,整体,正面
248,性价比,43,46,挺高的,46,49,价格,正面
249,_, , ,不卡,4,6,硬件&性能,正面
249,快递,7,9,挺快的,10,13,物流,正面
249,_, , ,舒服,16,18,外观,正面
249,_, , ,挺喜欢的,19,23,整体,正面
250,_, , ,可以,13,15,整体,正面
251,_, , ,挺不错,2,5,整体,正面
252,外观,0,2,很好看,2,5,外观,正面
252,运行,17,19,很流畅,20,23,硬件&性能,正面
252,_, , ,非常轻薄,8,12,外观,正面
252,_, , ,便于携带,12,16,外观,正面
253,指纹解锁,8,12,失灵,13,15,硬件&性能,负面
253,系统,21,23,进不了,18,21,软件&性能,负面
254,电池续航能力,0,6,极差,6,8,硬件&性能,负面
254,散热,25,27,不好,28,30,硬件&性能,负面
255,性价比,10,13,高,13,14,价格,正面
255,_, , ,喜欢,15,17,整体,正面
256,_, , ,没啥太多问题,13,19,整体,正面
257,性价比,4,7,极差,7,9,价格,负面
257,_, , ,降价,26,28,价格,负面
258,运行,10,12,流畅,12,14,硬件&性能,正面
258,外观设计,15,19,很喜欢,19,22,外观,正面
258,性能,23,25,很ok,26,29,硬件&性能,正面
258,_, , ,满意,38,40,整体,正面
259,_, , ,很好,2,4,整体,正面
259,电池,5,7,很耐用,7,10,硬件&性能,正面
259,打游戏,11,14,满足了,21,24,使用场景,正面
259,_, , ,非常棒,25,28,整体,正面
260,_, , ,很好,0,2,整体,正面
260,_, , ,一点都不卡顿,17,23,硬件&性能,正面
260,_, , ,很好用,24,27,整体,正面
261,外形,3,5,美观精致,5,9,外观,正面
261,开机速度,10,14,快,14,15,硬件&性能,正面
261,反应,16,18,灵敏,18,20,硬件&性能,正面
261,运行,21,23,流畅,23,25,硬件&性能,正面
261,_, , ,一点都不卡,26,31,硬件&性能,正面
261,_, , ,非常满意,32,36,整体,正面
262,_, , ,不怎么满意,10,15,整体,负面
263,外观,11,13,不错,13,15,外观,正面
263,_, , ,轻薄好看,15,19,外观,正面
263,平面,20,22,很清晰,22,25,硬件&性能,正面
263,_, , ,很流畅,29,32,硬件&性能,正面
263,_, , ,很满意,41,44,整体,正面
264,表格,4,6,会卡死,7,10,使用场景,负面
265,颜值,20,22,不低,22,24,外观,正面
265,手感,30,32,还好,33,35,外观,正面
266,颜值,2,4,很高,4,6,外观,正面
266,_, , ,不能开机,21,25,整体,负面
267,网速,2,4,很快,4,6,硬件&性能,正面
267,做工,6,8,精细,8,10,外观,正面
267,质量,21,23,很好,23,25,整体,正面
267,外观材质,25,29,不错,29,31,外观,正面
267,颜色,31,33,没色差,33,36,外观,正面
267,_, , ,很满意,41,44,整体,正面
268,_, , ,差评,28,30,整体,负面
269,显示,0,2,不明显,2,5,硬件&性能,负面
269,显示,0,2,不怎么好,5,9,硬件&性能,负面
270,性能,29,31,很好,31,33,硬件&性能,正面
270,_, , ,很精致,36,39,外观,正面
270,出门,40,42,方便多了,46,50,使用场景,正面
271,外观,6,8,很漂亮,8,11,外观,正面
271,厚薄度,12,15,正好,15,17,外观,正面
271,性价比,24,27,较高,27,29,价格,正面
271,_, , ,便于携带,17,21,外观,正面
271,内存,30,32,大,32,33,硬件&性能,正面
271,玩游戏,33,36,一点都不卡,36,41,使用场景,正面
271,屏幕,42,44,很清晰,44,47,硬件&性能,正面
271,音质,48,50,非常好,50,53,硬件&性能,正面
271,_, , ,非常喜欢,54,58,整体,正面
272,_, , ,不错,4,6,整体,正面
272,入手价格,12,16,有点坑,9,12,价格,负面
273,风扇声音,0,4,特别大,4,7,硬件&性能,负面
273,存电性能,8,12,不好,12,14,硬件&性能,负面
274,声音,2,4,没有,0,2,硬件&性能,正面
275,性能,2,4,还可以,4,7,硬件&性能,正面
275,性价比,30,33,比较高,35,38,价格,正面
276,_, , ,流畅不卡,11,15,硬件&性能,正面
277,性价比,0,3,很高,3,5,价格,正面
277,_, , ,不错,14,16,整体,正面
277,打游戏,17,20,很流畅,21,24,使用场景,正面
277,画质,25,27,挺高清,27,30,硬件&性能,正面
278,包装,5,7,仔细,7,9,包装,正面
278,外观,10,12,时尚大气,12,16,外观,正面
278,运行,17,19,流畅,19,21,硬件&性能,正面
278,运行,17,19,不卡奈,21,24,硬件&性能,正面
278,画质颜色,25,29,漂亮,29,31,硬件&性能,正面
278,像素,31,33,饱满,33,35,硬件&性能,正面
278,待机时间,36,40,很长,40,42,硬件&性能,正面
278,价格,47,49,很亲民,50,53,价格,正面
278,_, , ,很好,54,56,整体,正面
279,_, , ,降价,16,18,价格,负面
279,屏幕边框,26,30,有点宽,30,33,外观,负面
279,_, , ,触电,39,41,其他,负面
280,开机,13,15,滋滋的声音,21,26,硬件&性能,负面
281,外观材质,0,4,好,5,6,外观,正面
281,外观材质,0,4,满意,7,9,外观,正面
281,画面,15,17,也爽,17,19,硬件&性能,正面
282,视频,17,19,卡,20,21,使用场景,负面
282,_, , ,真的好卡,2,6,硬件&性能,负面
283,携带,6,8,方便,8,10,外观,正面
283,_, , ,物美价廉,11,15,价格,正面
283,视频,16,18,清晰,18,20,使用场景,正面
283,游戏,21,23,通畅不卡,23,27,使用场景,正面
284,反应,6,8,一般,8,10,硬件&性能,负面
284,光驱,24,26,没有,26,28,硬件&性能,负面
285,_, , ,差评,16,18,整体,负面
286,外观,0,2,好看,2,4,外观,正面
286,_, , ,超薄型,4,7,外观,正面
286,_, , ,方便携带,8,12,外观,正面
286,_, , ,蛮好的,20,23,整体,正面
286,系统,24,26,流畅,26,28,软件&性能,正面
286,_, , ,好评,28,30,整体,正面
287,触摸板,0,3,不能用,3,6,硬件&性能,负面
287,驱动,7,9,不正确,9,12,硬件&性能,负面
288,质量,0,2,太差了,3,6,整体,负面
288,屏幕,10,12,花屏,16,18,硬件&性能,负面
289,系统,7,9,没有激活,9,13,软件&性能,负面
290,做工,2,4,不咋的,4,7,外观,负面
290,显卡,8,10,噪音较大,13,17,硬件&性能,负面
291,_, , ,有杂音,1,4,硬件&性能,负面
292,_, , ,漏发,2,4,物流,负面
292,客服态度,6,10,超差,11,13,服务,负面
293,外包装,6,9,非常完整,9,13,包装,正面
293,速度,16,18,非常快,18,21,硬件&性能,正面
293,内存,22,24,非常大,24,27,硬件&性能,正面
293,_, , ,非常好用,31,35,整体,正面
294,logo,5,9,有点low,9,14,外观,负面
294,运行,56,58,很满意,58,61,硬件&性能,正面
294,_, , ,一点都不卡顿,36,42,硬件&性能,正面
295,_, , ,不支持保价,17,22,价格,负面
296,office办公软件,15,25,不是免费的,26,31,软件&性能,负面
296,_, , ,差评,40,42,整体,负面
297,性能,2,4,很好,4,6,硬件&性能,正面
297,显卡效果,7,11,满意,11,13,硬件&性能,正面
298,性价比,13,16,比较高,16,19,价格,正面
298,价格,21,23,便宜,24,26,价格,正面
298,_, , ,好用,27,29,整体,正面
299,_, , ,很舒服,3,6,整体,正面
300,_, , ,很好用,8,11,整体,正面
300,颜色,11,13,正,13,14,外观,正面
300,键盘,14,16,很顺滑,19,22,硬件&性能,正面
300,鼠标,16,18,很顺滑,19,22,硬件&性能,正面
300,反应,22,24,快,24,25,硬件&性能,正面
300,_, , ,很喜欢,25,28,整体,正面
301,功能,5,7,正常,7,9,整体,正面
301,运行,10,12,很畅快,12,15,硬件&性能,正面
301,_, , ,特舒服,16,19,整体,正面
301,大小,20,22,合适,22,24,外观,正面
302,包装,0,2,挺好,2,4,包装,正面
302,包装,0,2,没损坏,5,8,包装,正面
302,_, , ,小小的,9,12,外观,正面
302,_, , ,便于携带,12,16,外观,正面
302,屏幕,17,19,清晰,19,21,硬件&性能,正面
302,反应,22,24,灵敏,24,26,硬件&性能,正面
302,运行,27,29,流畅,29,31,硬件&性能,正面
302,打游戏,35,38,特爽,38,40,使用场景,正面
302,_, , ,好评,43,45,整体,正面
303,成色,2,4,很新,4,6,外观,正面
303,上网速度,7,11,快,11,12,硬件&性能,正面
303,_, , ,挺好用,13,16,整体,正面
304,质量,0,2,非常的好,2,6,整体,正面
304,运行速度,7,11,很快,11,13,硬件&性能,正面
304,价格,16,18,很划算,18,21,价格,正面
305,_, , ,还行,2,4,整体,正面
305,win10系统,10,17,恶心,17,19,软件&性能,负面
305,价格,23,25,浮动太大,25,29,价格,负面
305,价格,23,25,让人不太舒服,30,36,价格,负面
306,_, , ,还行,0,2,整体,正面
306,_, , ,满意,4,6,整体,正面
307,质量,5,7,不错,7,9,整体,正面
307,运行,10,12,很快,12,14,硬件&性能,正面
307,运行,10,12,给力,14,16,硬件&性能,正面
307,_, , ,好评,28,30,整体,正面
308,键盘背光,0,4,不错,4,6,硬件&性能,正面
308,声音,7,9,很好,10,12,硬件&性能,正面
309,_, , ,什么质量,0,4,整体,负面
309,_, , ,开不了机了,11,16,硬件&性能,负面
310,_, , ,很好,2,4,整体,正面
310,反应速度,5,9,快,9,10,硬件&性能,正面
310,字体,11,13,清晰,13,15,硬件&性能,正面
311,物流,5,7,很快,7,9,物流,正面
311,质量,10,12,很好,12,14,整体,正面
311,_, , ,很轻薄,14,17,外观,正面
311,携带,17,19,方便,19,21,外观,正面
312,物流,0,2,快,2,3,物流,正面
312,服务,4,6,周到,6,8,服务,正面
313,_, , ,超赞,3,5,整体,正面
313,_, , ,太棒了,6,9,整体,正面
313,_, , ,物超所值,11,15,价格,正面
314,_, , ,没有破损,5,9,物流,正面
314,外观,10,12,精致,12,14,外观,正面
314,运行速度,15,19,快,19,20,硬件&性能,正面
314,反应,21,23,灵敏,23,25,硬件&性能,正面
314,屏幕,26,28,清晰,28,30,硬件&性能,正面
314,_, , ,很满意,31,34,整体,正面
315,质量,0,2,真不咋滴,2,6,整体,负面
315,_, , ,卡 ,7,9,硬件&性能,负面
316,_, , ,太棒了,0,3,整体,正面
316,_, , ,很方便,11,14,整体,正面
317,快递,0,2,挺快,2,4,物流,正面
317,发货速度,7,11,不敢恭维,11,15,物流,负面
317,_, , ,还不错,59,62,整体,正面
318,_, , ,一般般,0,3,整体,中性
318,_, , ,塑料的,11,14,外观,负面
318,_, , ,不好看,15,18,外观,负面
318,键盘,19,21,不会发光,22,26,硬件&性能,负面
319,做工,0,2,粗糙,2,4,其他,负面
319,_, , ,到处都是缝,5,10,外观,负面
319,电池耗电量,11,16,快,16,17,硬件&性能,负面
319,看视频,28,31,闪退,33,35,使用场景,负面
320,_, , ,超级好用,6,10,整体,正面
320,_, , ,不卡顿,13,16,硬件&性能,正面
320,玩游戏,17,20,很流畅,20,23,使用场景,正面
320,尺寸,24,26,很合我意,27,31,外观,正面
320,_, , ,喜欢,32,34,整体,正面
321,指纹解锁,3,7,找不到,10,13,硬件&性能,负面
322,系统,6,8,流畅不卡顿,8,13,软件&性能,正面
322,外观,14,16,精致轻薄,16,20,外观,正面
323,_, , ,卡,3,4,硬件&性能,负面
324,_, , ,总是有杂音,0,5,硬件&性能,负面
325,_, , ,不好看,0,3,外观,负面
325,_, , ,不好用,4,7,整体,负面
325,_, , ,笨重,8,10,外观,负面
325,_, , ,粗糙,10,12,外观,负面
326,_, , ,超级好用,0,4,整体,正面
327,_, , ,物美价廉,0,4,价格,正面
327,_, , ,很好用,5,8,整体,正面
327,_, , ,不卡,10,12,硬件&性能,正面
327,质量,13,15,很好,15,17,整体,正面
327,包装,18,20,好,20,21,包装,正面
327,外观,22,24,漂亮,24,26,外观,正面
328,运行速度,0,4,挺块的,4,7,硬件&性能,正面
328,外观,8,10,很还新,10,13,外观,正面
328,_, , ,好评,14,16,整体,正面
329,_, , ,很好,45,47,整体,正面
329,_, , ,非常满意,47,51,整体,正面
330,包装,0,2,很好,2,4,包装,正面
330,质量,5,7,不错,7,9,整体,正面
330,画面,10,12,清晰,12,14,硬件&性能,正面
330,_, , ,不卡顿,15,18,硬件&性能,正面
330,外观设计,19,23,新颖,23,25,外观,正面
331,系统,6,8,太不好用了,8,13,软件&性能,负面
332,_, , ,总是出秒杀价,2,8,价格,负面
333,_, , ,卡到你烦躁,14,19,硬件&性能,负面
334,_, , ,垃圾,0,2,整体,负面
334,玩游戏,3,6,卡,7,8,使用场景,负面
335,显卡效果,0,4,很好,4,6,硬件&性能,正面
335,材质,11,13,挺不错的,17,21,外观,正面
336,售后服务,5,9,不怎么样,9,13,服务,负面
336,售后服务,5,9,老是敷衍了事,14,20,服务,负面
337,_, , ,很好,2,4,整体,正面
337,内存,5,7,超大,7,9,硬件&性能,正面
337,开机时间,10,14,短,15,16,硬件&性能,正面
337,_, , ,大赞,17,19,整体,正面
338,外观,0,2,简约,2,4,外观,正面
338,开机速度,6,10,也快,10,12,硬件&性能,正面
339,_, , ,非常好,0,3,整体,正面
340,包装,0,2,仔细,3,5,包装,正面
340,价格,6,8,便宜,8,10,价格,正面
340,发货,11,13,快,13,14,物流,正面
340,_, , ,满意,15,17,整体,正面
341,_, , ,好卡,0,2,硬件&性能,负面
342,_, , ,还不错,4,7,整体,正面
343,_, , ,还是不错的,7,12,整体,正面
344,_, , ,还好,2,4,整体,中性
344,_, , ,有点卡,15,18,硬件&性能,负面
345,_, , ,笨重,0,2,外观,负面
345,_, , ,不便携,2,5,外观,负面
346,_, , ,还可以,0,3,整体,正面
347,_, , ,很酷,5,7,外观,正面
347,材质,13,15,好,15,16,外观,正面
347,外观,17,19,很漂亮,19,22,外观,正面
347,画面效果,28,32,不错,32,34,硬件&性能,正面
347,运行,40,42,流畅,42,44,硬件&性能,正面
347,速度,45,47,快,47,48,硬件&性能,正面
348,_, , ,非常不错,2,6,整体,正面
348,_, , ,很有质感,7,11,外观,正面
348,物流,12,14,很快,14,16,物流,正面
348,_, , ,飞快,30,32,硬件&性能,正面
349,质量,0,2,很好,2,4,整体,正面
350,_, , ,降价,8,10,价格,负面
350,_, , ,差评,13,15,整体,负面
351,包装,6,8,很严实,8,11,包装,正面
351,外观,12,14,精致,14,16,外观,正面
351,_, , ,一点也不卡,20,25,硬件&性能,正面
351,_, , ,很好用,25,28,整体,正面
352,性能,2,4,不错,4,6,硬件&性能,正面
352,跑分,10,12,比较高,13,16,硬件&性能,正面
352,屏幕分辨率,17,22,可以,22,24,硬件&性能,正面
352,玩游戏,25,28,不在话下,31,35,使用场景,正面
352,办公,28,30,不在话下,31,35,使用场景,正面
353,接口,3,5,丰富一些,5,9,硬件&性能,正面
353,投影,14,16,方便点,18,21,使用场景,正面
353,做做office,22,30,够用,30,32,使用场景,正面
353,_, , ,蛮好的,33,36,整体,正面
354,外观,16,18,大气,18,20,外观,正面
354,速度,21,23,很快,23,25,硬件&性能,正面
354,物流,26,28,很及时,29,32,物流,正面
354,_, , ,很满意,49,52,整体,正面
355,_, , ,超级棒,0,3,整体,正面
356,物流,6,8,也快,8,10,物流,正面
356,_, , ,不错,2,4,整体,正面
357,处理器,0,3,很快,3,5,硬件&性能,正面
357,性价比,6,9,很高,9,11,价格,正面
357,_, , ,很满意,12,15,整体,正面
358,喇叭,0,2,不太好,2,5,硬件&性能,负面
359,_, , ,不错,0,2,整体,正面
359,_, , ,挺好,10,12,整体,正面
360,_, , ,很好用,0,3,整体,正面
360,反应,4,6,挺快,6,8,硬件&性能,正面
360,_, , ,无卡顿现象,9,14,硬件&性能,正面
360,_, , ,满意,15,17,整体,正面
361,_, , ,电越充越少,5,10,硬件&性能,负面
361,客服,11,13,高冷,13,15,服务,负面
362,_, , ,很好,0,2,整体,正面
362,_, , ,肥肠棒,3,6,整体,正面
363,_, , ,极差,2,4,整体,负面
363,玩个刺激战场,5,11,卡死,13,15,使用场景,负面
364,_, , ,不太方便,6,10,整体,负面
365,屏显,3,5,清晰,5,7,硬件&性能,正面
365,屏显,3,5,很流畅,8,11,硬件&性能,正面
365,价位,14,16,值,17,18,价格,正面
366,客服服务态度,7,13,真差,13,15,服务,负面
366,客服服务态度,7,13,差到了极点,16,21,服务,负面
367,外观,6,8,高大上,8,11,外观,正面
367,性能,12,14,很好,14,16,硬件&性能,正面
367,上网,17,19,很快,19,21,使用场景,正面
368,_, , ,喜欢黑屏,0,4,硬件&性能,负面
369,_, , ,经常死机,8,12,硬件&性能,负面
369,声音,28,30,很响,25,27,硬件&性能,负面
369,_, , ,亏死,32,34,价格,负面
370,价格,20,22,优惠不了多少,23,29,价格,负面
371,_, , ,不错,4,6,整体,正面
371,_, , ,不方便带,18,22,外观,负面
372,_, , ,很不错,2,5,整体,正面
372,开机速度,5,9,超级快,9,12,硬件&性能,正面
372,客服,13,15,很棒,16,18,服务,正面
372,_, , ,很喜欢,19,22,整体,正面
373,_, , ,一买就降价,0,5,价格,负面
373,_, , ,差评,6,8,整体,负面
374,_, , ,不卡机,6,9,硬件&性能,正面
374,玩游戏,10,13,很流畅,14,17,使用场景,正面
374,显卡,18,20,不卡,20,22,硬件&性能,正面
374,外观,23,25,好看,28,30,外观,正面
374,颜色,25,27,好看,28,30,外观,正面
375,_, , ,很好很给力,6,11,整体,正面
375,运行,12,14,很流畅,14,17,硬件&性能,正面
375,_, , ,很薄,20,22,外观,正面
375,画面,23,25,很清晰,25,28,硬件&性能,正面
375,服务,32,34,太好了,34,37,服务,正面
376,开机,11,13,卡,14,15,硬件&性能,负面
377,音响,3,5,坏掉了,6,9,硬件&性能,负面
378,_, , ,蓝屏,2,4,硬件&性能,负面
379,包装,5,7,安全,7,9,包装,正面
379,颜色,15,17,很满意,17,20,外观,正面
379,画面,26,28,清晰,28,30,硬件&性能,正面
379,软件,36,38,流畅,38,40,软件&性能,正面
379,运行,41,43,正常,43,45,硬件&性能,正面
379,_, , ,不卡顿,48,51,硬件&性能,正面
380,性能,14,16,很好,17,19,硬件&性能,正面
380,画面,21,23,清晰,23,25,硬件&性能,正面
380,_, , ,非常棒,26,29,整体,正面
381,_, , ,蓝屏,0,2,硬件&性能,负面
382,_, , ,好卡,2,4,硬件&性能,负面
383,包,25,26,没有,27,29,包装,负面
383,软件,33,35,没安装,36,39,软件&性能,负面
383,客服,48,50,不理,51,53,服务,负面
383,_, , ,差评,57,59,整体,负面
384,运行速度,2,6,很快,6,8,硬件&性能,正面
384,外观,9,11,精致,11,13,外观,正面
384,材质,14,16,很好,16,18,外观,正面
384,_, , ,非常满意,19,23,整体,正面
385,外观,5,7,美观,7,9,外观,正面
385,运行,17,19,流畅,19,21,硬件&性能,正面
385,办公,22,24,没有压力,29,33,使用场景,正面
385,普通游戏,25,29,没有压力,29,33,使用场景,正面
386,_, , ,很垃圾,0,3,整体,负面
386,打LOL,4,8,极其热,8,11,使用场景,负面
387,购物体验,14,18,最差,7,9,服务,负面
388,外放,0,2,更本不管,2,6,硬件&性能,负面
389,赠品,8,10,没有,10,12,价格,负面
389,客服,17,19,没说给不给,21,26,服务,负面
390,_, , ,超快,0,2,硬件&性能,正面
390,_, , ,超棒,2,4,整体,正面
390,_, , ,超喜欢,4,7,整体,正面
391,质量,3,5,很好,5,7,整体,正面
391,外观,9,11,好看,12,14,外观,正面
391,内存,15,17,挺大,17,19,硬件&性能,正面
391,运行,20,22,流畅,22,24,硬件&性能,正面
392,网速,14,16,特快,16,18,硬件&性能,正面
392,_, , ,非常满意,20,24,整体,正面
393,屏幕,12,14,有坏点,14,17,硬件&性能,负面
393,_, , ,很不错,27,30,整体,正面
393,_, , ,比较喜欢,32,36,整体,正面
394,开机,16,18,很流畅,18,21,硬件&性能,正面
394,_, , ,很喜欢,22,25,整体,正面
394,_, , ,很满意,25,28,整体,正面
395,_, , ,还行,2,4,整体,正面
396,_, , ,轻薄好携带,2,7,外观,正面
396,_, , ,不卡顿,8,11,硬件&性能,正面
396,上网,12,14,很畅快,18,21,使用场景,正面
396,打游戏,15,18,很畅快,18,21,使用场景,正面
396,按键,22,24,灵活,24,26,硬件&性能,正面
397,画面,6,8,很清晰,8,11,硬件&性能,正面
397,运行速度,12,16,很快,16,18,硬件&性能,正面
397,外观设计,19,23,精美,23,25,外观,正面
397,_, , ,超级喜欢,25,29,整体,正面
398,游戏,4,6,延迟,8,10,使用场景,负面
398,游戏,4,6,卡,11,12,使用场景,负面
399,_, , ,太垃圾了,0,4,整体,负面
399,_, , ,十分的烫,6,10,硬件&性能,负面
399,风扇声音,11,15,大,15,16,硬件&性能,负面
